model,source,target,num_experiments,avg_acc,std_acc,avg_sim_prox,std_sim_prox,avg_time
shelley_share-gine2-sgm,age1,age2,10,0.056521739130434775,0.022169650059099065,-11.841639,3.5285687,1.8670921325683594
