model,source,target,num_experiments,avg_acc,std_acc,avg_sim_prox,std_sim_prox,avg_time
pale_h1-euclidean,age1,age4,10,0.1782608695652174,0.058169948522868054,0.16544542,0.009488762,21.01252152919769
