model,source,target,num_experiments,avg_acc,std_acc,avg_conf_score,std_conf_score,avg_time
pale_h1-euclidean,an,bn,10,0.1064516129032258,0.02903225806451613,0.006405762000517412,0.00022794015002687134,16.927072525024414
