model,source,target,num_experiments,avg_acc,std_acc,avg_conf_score,std_conf_score,avg_time
pale_h1-euclidean,ne1,6m1,10,0.08102643856920684,0.00763321380516829,6.185356736826398e-05,1.3807413754019777e-06,139.81235246658326
