model,source,target,num_experiments,avg_acc,std_acc,avg_conf_score,std_conf_score,avg_time
magna_S3-p2500-g2000,an,bn,3,0.07526881720430108,0.05482816681282564,0.027396826073527336,0.0,39.94885730743408
