model,source,target,num_experiments,avg_acc,std_acc,avg_conf_score,std_conf_score,avg_time
pale_h1-euclidean,age1,age4,10,0.13043478260869565,0.036376522892785895,0.008424571261071321,0.00038583201776080727,15.328429889678954
