model,source,target,num_experiments,avg_acc,std_acc,avg_conf_score,std_conf_score,avg_time
final,age1,age2,10,0.08695652173913042,1.3877787807814457e-17,1.4111857142364768e-05,1.6940658945086007e-21,0.04086699485778809
