model,data,size,train_ratio,p_add,p_rm,avg_acc,std_acc,avg_conf_score,std_conf_score,avg_time,avg_best_epoch
shelley_share-gine2-sgm,edi3,10,0.1,0.2,0.0,0.08490566037735849,0.06549643380267842,0.0016689485870301723,0.001364228454665905,1.384635329246521,0.0
shelley_share-gine2-sgm,edi3,10,0.2,0.2,0.0,0.08936170212765958,0.0697924232632201,0.0012941552615114327,0.001512367617594505,1.345825481414795,0.0
shelley_share-gine2-sgm,edi3,10,0.3,0.2,0.0,0.13902439024390245,0.14717243747849357,0.0010072934184351874,0.001071184139967555,1.5016277551651,0.0
shelley_share-gine2-sgm,edi3,10,0.4,0.2,0.0,0.13714285714285715,0.0855235974119758,0.000784476351892126,0.0011306871567768517,1.3569413423538208,0.0
shelley_share-gine2-sgm,edi3,10,0.5,0.2,0.0,0.1103448275862069,0.09481191093012084,0.0011713472002282223,0.001255995464733653,1.4135000228881835,0.0
shelley_share-gine2-sgm,edi3,10,0.6,0.2,0.0,0.06666666666666667,0.08579691784155834,0.002133233800273517,0.0016289001299510113,1.4077402591705321,0.0
shelley_share-gine2-sgm,edi3,10,0.7,0.2,0.0,0.08333333333333334,0.07556372504853023,0.0010205967801398244,0.0010959823059907216,1.4187693834304809,0.0
shelley_share-gine2-sgm,edi3,10,0.8,0.2,0.0,0.06666666666666667,0.0726483157256779,0.001498587577250497,0.00172508070419108,1.4145064115524293,0.0
shelley_share-gine2-sgm,edi3,10,0.9,0.2,0.0,0.06666666666666667,0.11055415967851333,0.0013548848411903298,0.001171748685703134,1.3898496866226195,0.0
shelley_share-gine2-sgm,edi3,10,0.1,0.0,0.2,0.1,0.10404766550160179,0.003208883687982272,0.003716064353341847,1.4240853548049928,0.0
shelley_share-gine2-sgm,edi3,10,0.2,0.0,0.2,0.09999999999999999,0.11499207759039709,0.003071708309239355,0.003357855760103063,1.3737159252166748,0.0
shelley_share-gine2-sgm,edi3,10,0.3,0.0,0.2,0.15609756097560976,0.152004258057394,0.0020293974863557986,0.0015609075480431253,1.4271546840667724,0.0
shelley_share-gine2-sgm,edi3,10,0.4,0.0,0.2,0.19142857142857142,0.13220268915724884,0.0004495285451412202,0.000863401917991349,1.399534773826599,0.0
shelley_share-gine2-sgm,edi3,10,0.5,0.0,0.2,0.07241379310344828,0.09437194609244144,0.0027023685325322485,0.002664390039418562,1.4260255575180054,0.0
shelley_share-gine2-sgm,edi3,10,0.6,0.0,0.2,0.11666666666666667,0.08498365855987976,0.0013581872403878592,0.0015505082505331183,1.5286270141601563,0.0
shelley_share-gine2-sgm,edi3,10,0.7,0.0,0.2,0.07777777777777777,0.09999999999999999,0.0018350300636014033,0.001983579480180397,1.4259584903717042,0.0
shelley_share-gine2-sgm,edi3,10,0.8,0.0,0.2,0.10833333333333335,0.13462912017836262,0.002536484059588662,0.0017966632770705232,1.367436957359314,0.0
shelley_share-gine2-sgm,edi3,10,0.9,0.0,0.2,0.05,0.10671873729054747,0.0018777328800281576,0.0016311597829584514,1.3665558099746704,0.0
