model,data,size,train_ratio,p_add,p_rm,avg_acc,std_acc,avg_conf_score,std_conf_score,avg_time,avg_best_epoch
deeplink,ppi,3,0.1,0.2,0.0,0.1275946275946276,0.007912992305748304,0.0021377876476680463,3.679730209659902e-05,213.63614789644876,-1.0
deeplink,ppi,3,0.2,0.2,0.0,0.4111721611721612,0.008978329464801996,0.00360672178890096,0.00013893345408900012,358.3313069343567,-1.0
deeplink,ppi,3,0.3,0.2,0.0,0.6912611198325483,0.01706908051313459,0.004497888906901869,2.314039193834834e-05,468.856112798055,-1.0
deeplink,ppi,3,0.4,0.2,0.0,0.8290598290598291,0.01784082929939249,0.005232415422569363,0.00010943835458608612,618.0435817241669,-1.0
deeplink,ppi,3,0.5,0.2,0.0,0.8919413919413919,0.0033969298518299676,0.005485270221082608,0.00012893517018384876,734.4968099594116,-1.0
deeplink,ppi,3,0.6,0.2,0.0,0.9290293040293042,0.01603218076924137,0.005359482086955305,0.00012736623238411297,857.4000896612803,-1.0
deeplink,ppi,3,0.7,0.2,0.0,0.9499389499389498,0.004807086614170841,0.00510188417435556,0.0001552434912770467,994.828441619873,-1.0
