model,data,size,train_ratio,p_add,p_rm,avg_acc,std_acc,avg_conf_score,std_conf_score,avg_time,avg_best_epoch
pale_h1-euclidean,edi3,10,0.1,0.2,0.0,0.39056603773584914,0.07011661953230962,0.008849798078680861,0.0012383164352330503,21.961089754104613,-1.0
pale_h1-euclidean,edi3,10,0.2,0.2,0.0,0.8106382978723404,0.03617021276595745,0.009303626623646966,0.001092797842267991,20.272434568405153,-1.0
pale_h1-euclidean,edi3,10,0.3,0.2,0.0,0.9658536585365853,0.036503974505111614,0.008651781040404377,0.00041029489099925383,21.295929670333862,-1.0
pale_h1-euclidean,edi3,10,0.4,0.2,0.0,0.9942857142857143,0.017142857142857147,0.01026149939039144,0.0002192827243172685,19.334915924072266,-1.0
pale_h1-euclidean,edi3,10,0.5,0.2,0.0,1.0,0.0,0.012345810533212178,0.0002806247409707539,15.738529372215272,-1.0
pale_h1-euclidean,edi3,10,0.6,0.2,0.0,1.0,0.0,0.014208653999556755,0.00019848347013322264,17.91476180553436,-1.0
pale_h1-euclidean,edi3,10,0.7,0.2,0.0,1.0,0.0,0.01641013543924381,0.00023246429109379307,17.12278883457184,-1.0
pale_h1-euclidean,edi3,10,0.8,0.2,0.0,1.0,0.0,0.01799528969387556,0.0002535457766265543,18.55509135723114,-1.0
pale_h1-euclidean,edi3,10,0.9,0.2,0.0,1.0,0.0,0.01956392094043308,0.00022229216559275857,17.82094864845276,-1.0
pale_h1-euclidean,edi3,10,0.1,0.0,0.2,0.39811320754716983,0.06052458465036016,0.008848869350963625,0.0007877298385284794,15.930449533462525,-1.0
pale_h1-euclidean,edi3,10,0.2,0.0,0.2,0.7978723404255319,0.043862825804443194,0.007065670375294726,0.0005712214018339827,11.627655076980592,-1.0
pale_h1-euclidean,edi3,10,0.3,0.0,0.2,0.9317073170731709,0.04601942015637367,0.007358129377123611,0.00044126693792435916,11.66020131111145,-1.0
pale_h1-euclidean,edi3,10,0.4,0.0,0.2,0.9942857142857143,0.017142857142857147,0.009004905598302342,0.00047341348598441856,11.514269280433655,-1.0
pale_h1-euclidean,edi3,10,0.5,0.0,0.2,0.993103448275862,0.0206896551724138,0.01086356939491013,0.00028643719364558785,11.377652597427367,-1.0
pale_h1-euclidean,edi3,10,0.6,0.0,0.2,0.9916666666666666,0.025000000000000012,0.012457488698820615,0.00029760033235027666,12.86224160194397,-1.0
pale_h1-euclidean,edi3,10,0.7,0.0,0.2,1.0,0.0,0.014265428926667262,0.0004975202519243829,15.602326583862304,-1.0
pale_h1-euclidean,edi3,10,0.8,0.0,0.2,1.0,0.0,0.015515560852684851,0.0003183173869350265,15.742748761177063,-1.0
pale_h1-euclidean,edi3,10,0.9,0.0,0.2,1.0,0.0,0.016666901265752723,0.0002471714864343773,14.955421209335327,-1.0
