model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed64-nl2,bn1000,0.0,0.0,20,0.4409395059364357,0.39874616231612514,5.649020135402679,350.0
share-gine2-msgm-ed64-nl2,bn1000,0.05,0.0,20,0.23463971441202727,0.21278231143110124,1.9958451628684997,108.8
share-gine2-msgm-ed64-nl2,bn1000,0.1,0.0,20,0.07817456831898013,0.0868475897721746,1.552676510810852,79.9
share-gine2-msgm-ed64-nl2,bn1000,0.2,0.0,20,0.030640021979539543,0.023401328651404683,1.166376268863678,52.25
share-gine2-msgm-ed64-nl2,bn1000,0.25,0.0,20,0.016085190083832527,0.01836088048878847,1.2593066453933717,57.25
share-gine2-msgm-ed64-nl2,bn1000,0.0,0.0,20,0.5172549947413915,0.38920560947094196,7.080493831634522,444.55
share-gine2-msgm-ed64-nl2,bn1000,0.0,0.05,20,0.2831343438624324,0.21914742546283997,2.521645021438599,143.45
share-gine2-msgm-ed64-nl2,bn1000,0.0,0.1,20,0.10754521480228744,0.08885559953829027,1.882784366607666,97.35
share-gine2-msgm-ed64-nl2,bn1000,0.0,0.2,20,0.02230045110435585,0.01942699137523873,1.0397499561309815,43.5
share-gine2-msgm-ed64-nl2,bn1000,0.0,0.25,20,0.015529761740625547,0.01104606572373519,1.05881986618042,47.4
