model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed1024-nl4,bn1000,0.0,0.0,20,0.547331879493553,0.3677860216592558,13.131384432315826,62.4
share-gine2-msgm-ed1024-nl4,bn1000,0.05,0.0,20,0.08288632025632559,0.05184400089280415,7.180158793926239,24.15
share-gine2-msgm-ed1024-nl4,bn1000,0.1,0.0,20,0.029577646529009273,0.025794972409365343,8.826769757270814,33.35
share-gine2-msgm-ed1024-nl4,bn1000,0.2,0.0,20,0.005571799983980292,0.004172270761198046,10.578662288188934,42.1
share-gine2-msgm-ed1024-nl4,bn1000,0.25,0.0,20,0.0035265723069971824,0.003538749785710831,9.62474058866501,37.35
share-gine2-msgm-ed1024-nl4,bn1000,0.0,0.0,20,0.5010475820008423,0.3886882230627817,12.065942764282227,55.9
share-gine2-msgm-ed1024-nl4,bn1000,0.0,0.05,20,0.18330699773498232,0.07885488128655982,7.145170509815216,24.8
share-gine2-msgm-ed1024-nl4,bn1000,0.0,0.1,20,0.08737893794745771,0.035461111913281634,7.578482460975647,28.9
share-gine2-msgm-ed1024-nl4,bn1000,0.0,0.2,20,0.0226191895369462,0.011467463662856075,7.167485988140106,25.85
share-gine2-msgm-ed1024-nl4,bn1000,0.0,0.25,20,0.019527342739035138,0.00614359648717306,7.605913126468659,30.6
