model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed1024-nl2,bn1000,0.0,0.0,20,0.37448656398200114,0.3677345303380918,9.859720087051391,115.95
share-gine2-msgm-ed1024-nl2,bn1000,0.05,0.0,20,0.08523728188239837,0.07495161386796827,5.246160626411438,50.9
share-gine2-msgm-ed1024-nl2,bn1000,0.1,0.0,20,0.03374665730304783,0.029253134324476297,5.226798439025879,49.85
share-gine2-msgm-ed1024-nl2,bn1000,0.2,0.0,20,0.007727091056349243,0.00815133555818501,4.045194411277771,33.35
share-gine2-msgm-ed1024-nl2,bn1000,0.25,0.0,20,0.00558785267978944,0.006136697185182744,4.145960032939911,37.4
share-gine2-msgm-ed1024-nl2,bn1000,0.0,0.0,20,0.38499465644082753,0.3493289656141921,10.309824526309967,122.4
share-gine2-msgm-ed1024-nl2,bn1000,0.0,0.05,20,0.08492383028185431,0.09989945984100945,5.640589118003845,58.05
share-gine2-msgm-ed1024-nl2,bn1000,0.0,0.1,20,0.03809850008514274,0.03718481927992894,4.555223512649536,43.5
share-gine2-msgm-ed1024-nl2,bn1000,0.0,0.2,20,0.01153596192343982,0.010054024592708816,4.315208709239959,40.0
share-gine2-msgm-ed1024-nl2,bn1000,0.0,0.25,20,0.006409583934672898,0.0061612009576720314,4.320512843132019,40.7
