model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed512-nl5,bn1000,0.0,0.0,20,0.8653804400113003,0.15791708209125013,8.375300168991089,74.6
share-gine2-msgm-ed512-nl5,bn1000,0.05,0.0,20,0.13910286982731482,0.06808765392735075,8.351824796199798,72.5
share-gine2-msgm-ed512-nl5,bn1000,0.1,0.0,20,0.055031264773272935,0.026697515248452992,6.3832660675048825,52.55
share-gine2-msgm-ed512-nl5,bn1000,0.2,0.0,20,0.01096841179003139,0.006136224703810539,5.841053402423858,41.5
share-gine2-msgm-ed512-nl5,bn1000,0.25,0.0,20,0.005954051019792795,0.004632403745965517,5.055802762508392,32.7
share-gine2-msgm-ed512-nl5,bn1000,0.0,0.0,20,0.9074048587612256,0.05139704522248547,7.311524260044098,62.45
share-gine2-msgm-ed512-nl5,bn1000,0.0,0.05,20,0.27776304668656093,0.08159974119404032,7.361287558078766,64.35
share-gine2-msgm-ed512-nl5,bn1000,0.0,0.1,20,0.12167060269653138,0.030934934788679366,6.1421061038970945,51.9
share-gine2-msgm-ed512-nl5,bn1000,0.0,0.2,20,0.040026261616890754,0.017037897972803813,4.756897282600403,38.8
share-gine2-msgm-ed512-nl5,bn1000,0.0,0.25,20,0.018309055004062734,0.011668770316778676,4.742987477779389,38.15
