model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed512-nl4,bn1000,0.0,0.0,20,0.8645059144974805,0.16279392100050746,4.9447573065757755,49.5
share-gine2-msgm-ed512-nl4,bn1000,0.05,0.0,20,0.16606789203344255,0.08286384905474907,4.566257917881012,43.8
share-gine2-msgm-ed512-nl4,bn1000,0.1,0.0,20,0.04992393893211573,0.02978089774507444,4.596419680118561,46.75
share-gine2-msgm-ed512-nl4,bn1000,0.2,0.0,20,0.008801047327669554,0.006763465256810482,5.332851612567902,37.9
share-gine2-msgm-ed512-nl4,bn1000,0.25,0.0,20,0.005225809391603694,0.0032474087553292807,5.415269446372986,39.85
share-gine2-msgm-ed512-nl4,bn1000,0.0,0.0,20,0.8855377209927899,0.14092043727712644,5.002850306034088,50.75
share-gine2-msgm-ed512-nl4,bn1000,0.0,0.05,20,0.2693306105834034,0.09108113074104396,4.527523028850555,45.0
share-gine2-msgm-ed512-nl4,bn1000,0.0,0.1,20,0.11338417569072343,0.033023407153153696,4.5602179050445555,47.65
share-gine2-msgm-ed512-nl4,bn1000,0.0,0.2,20,0.030135913030021517,0.010460866671657229,3.4266393065452574,30.65
share-gine2-msgm-ed512-nl4,bn1000,0.0,0.25,20,0.0196904131701219,0.00987014742860018,2.7985944747924805,22.9
