model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed64-nl5,bn1000,0.0,0.0,20,0.9436816665918843,0.04333787721970709,1.868602454662323,61.45
share-gine2-msgm-ed64-nl5,bn1000,0.05,0.0,20,0.4789309305083817,0.11271695187093474,1.495457947254181,47.75
share-gine2-msgm-ed64-nl5,bn1000,0.1,0.0,20,0.15320599450634814,0.05058222368036132,1.377181315422058,28.2
share-gine2-msgm-ed64-nl5,bn1000,0.2,0.0,20,0.034799356194757505,0.012566425571359103,1.553623330593109,25.8
share-gine2-msgm-ed64-nl5,bn1000,0.25,0.0,20,0.02159856320958349,0.01112989839983294,1.5772688150405885,22.25
share-gine2-msgm-ed64-nl5,bn1000,0.0,0.0,20,0.9424395907348824,0.07775616090667652,2.356513833999634,74.5
share-gine2-msgm-ed64-nl5,bn1000,0.0,0.05,20,0.5024638175013167,0.1413862033014942,1.5578527808189393,47.85
share-gine2-msgm-ed64-nl5,bn1000,0.0,0.1,20,0.21822895410007653,0.0795309042814528,1.4388105511665343,42.2
share-gine2-msgm-ed64-nl5,bn1000,0.0,0.2,20,0.047102512506469775,0.02239082484123849,1.0979012966156005,25.25
share-gine2-msgm-ed64-nl5,bn1000,0.0,0.25,20,0.025664863176413533,0.009787284242964584,0.9732949495315552,21.7
