model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed256-nl2,bn1000,0.0,0.0,20,0.5932887239139691,0.36551969035050075,3.6353498220443727,145.1
share-gine2-msgm-ed256-nl2,bn1000,0.05,0.0,20,0.2723073968345351,0.2007410779537355,1.5060423135757446,49.15
share-gine2-msgm-ed256-nl2,bn1000,0.1,0.0,20,0.10228845533884964,0.09327178590159298,1.4230405807495117,40.25
share-gine2-msgm-ed256-nl2,bn1000,0.2,0.0,20,0.04063520481767269,0.025182917269794484,1.4425597667694092,40.2
share-gine2-msgm-ed256-nl2,bn1000,0.25,0.0,20,0.022724724330186748,0.013130740188028756,1.4077750205993653,42.7
share-gine2-msgm-ed256-nl2,bn1000,0.0,0.0,20,0.5162930944007597,0.38573517956647746,3.305192470550537,128.55
share-gine2-msgm-ed256-nl2,bn1000,0.0,0.05,20,0.29088134682063393,0.2016973374808256,1.593784475326538,48.7
share-gine2-msgm-ed256-nl2,bn1000,0.0,0.1,20,0.04593223921959616,0.07184735782443973,1.4729898810386657,49.9
share-gine2-msgm-ed256-nl2,bn1000,0.0,0.2,20,0.02007145960520995,0.01892112560477184,1.2008828997612,36.05
share-gine2-msgm-ed256-nl2,bn1000,0.0,0.25,20,0.008852558000263838,0.007240547810253371,1.1420111656188965,31.0
