model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed64-nl4,bn1000,0.0,0.0,20,0.9569042930752806,0.017549658769418684,4.714957523345947,213.85
share-gine2-msgm-ed64-nl4,bn1000,0.05,0.0,20,0.4395984376412674,0.1259020401221759,1.5371942043304443,57.55
share-gine2-msgm-ed64-nl4,bn1000,0.1,0.0,20,0.18228154151517678,0.07214869755847741,1.3447034358978271,44.55
share-gine2-msgm-ed64-nl4,bn1000,0.2,0.0,20,0.03683522617781767,0.017481585959626428,1.2609007596969604,40.0
share-gine2-msgm-ed64-nl4,bn1000,0.25,0.0,20,0.020027821472744126,0.012670935412171534,1.1115165114402772,33.8
share-gine2-msgm-ed64-nl4,bn1000,0.0,0.0,20,0.9590785132730586,0.01415673559283052,3.891899037361145,173.1
share-gine2-msgm-ed64-nl4,bn1000,0.0,0.05,20,0.4916481162959091,0.1485572954261127,1.372237205505371,48.15
share-gine2-msgm-ed64-nl4,bn1000,0.0,0.1,20,0.2486306658228937,0.0928611071167661,1.3205894708633423,45.3
share-gine2-msgm-ed64-nl4,bn1000,0.0,0.2,20,0.047964869551309484,0.018029332505021794,0.9710073232650757,27.25
share-gine2-msgm-ed64-nl4,bn1000,0.0,0.25,20,0.027511650318525416,0.010265893393806805,1.0287775993347168,28.8
