model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed64-nl2,bn1000,0.0,0.0,20,0.40065150447864867,0.39345576285157385,1.3222789764404297,65.25
share-gine2-msgm-ed64-nl2,bn1000,0.05,0.0,20,0.22984578936921002,0.20389980458665757,0.9710565686225892,42.8
share-gine2-msgm-ed64-nl2,bn1000,0.1,0.0,20,0.10297143612650497,0.09052844977042504,0.9133019089698792,39.05
share-gine2-msgm-ed64-nl2,bn1000,0.2,0.0,20,0.0288961072989308,0.0203453857987035,0.8902055382728576,35.4
share-gine2-msgm-ed64-nl2,bn1000,0.25,0.0,20,0.020257319808945923,0.012967374995519997,0.7691090345382691,28.05
share-gine2-msgm-ed64-nl2,bn1000,0.0,0.0,20,0.4780574051054061,0.3929210417580487,1.6608174204826356,84.85
share-gine2-msgm-ed64-nl2,bn1000,0.0,0.05,20,0.20778022767970533,0.20869380989700956,1.1110285639762878,50.8
share-gine2-msgm-ed64-nl2,bn1000,0.0,0.1,20,0.1137829862033544,0.08438051826656594,0.9452015399932862,39.45
share-gine2-msgm-ed64-nl2,bn1000,0.0,0.2,20,0.021119980986444454,0.017381793962706282,0.8326340913772583,31.75
share-gine2-msgm-ed64-nl2,bn1000,0.0,0.25,20,0.01140177396652624,0.010946010043537716,0.7386296391487122,25.85
