model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed256-nl3,bn1000,0.0,0.0,20,0.9012975451382186,0.06108670413378395,3.6675970196723937,101.2
share-gine2-msgm-ed256-nl3,bn1000,0.05,0.0,20,0.4774171468095464,0.1619427553947226,2.130004346370697,48.5
share-gine2-msgm-ed256-nl3,bn1000,0.1,0.0,20,0.19974062512380283,0.08973600136481759,2.146231639385223,48.2
share-gine2-msgm-ed256-nl3,bn1000,0.2,0.0,20,0.05755687092563522,0.024481357591967588,1.7738613605499267,34.6
share-gine2-msgm-ed256-nl3,bn1000,0.25,0.0,20,0.03317478361784009,0.014381572134957986,1.8123330235481263,38.1
share-gine2-msgm-ed256-nl3,bn1000,0.0,0.0,20,0.8959682758771216,0.06451652078979946,3.8474958539009094,105.45
share-gine2-msgm-ed256-nl3,bn1000,0.0,0.05,20,0.4838374028500926,0.14852874783000866,2.3749786376953126,62.05
share-gine2-msgm-ed256-nl3,bn1000,0.0,0.1,20,0.2165795022546571,0.09416627209141774,1.9964003920555116,46.65
share-gine2-msgm-ed256-nl3,bn1000,0.0,0.2,20,0.051740307964321976,0.022623579301540454,1.5666744709014893,32.55
share-gine2-msgm-ed256-nl3,bn1000,0.0,0.25,20,0.02915378204273957,0.014067411449007063,1.4066788315773011,27.35
