model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed32-nl4,bn1000,0.0,0.0,20,0.8711421778665469,0.20229527767885125,1.8156586408615112,70.2
share-gine2-msgm-ed32-nl4,bn1000,0.05,0.0,20,0.25324998781387636,0.10849054525838417,1.3760723710060119,45.7
share-gine2-msgm-ed32-nl4,bn1000,0.1,0.0,20,0.09370034490893378,0.02941121740243004,1.0757312059402466,30.25
share-gine2-msgm-ed32-nl4,bn1000,0.2,0.0,20,0.030255174226499003,0.01223133728071701,0.9232900381088257,26.5
share-gine2-msgm-ed32-nl4,bn1000,0.25,0.0,20,0.013400047836540302,0.008449875105884621,1.0412304997444153,30.6
share-gine2-msgm-ed32-nl4,bn1000,0.0,0.0,20,0.8879696672169798,0.15458034700683498,1.6880715012550354,65.75
share-gine2-msgm-ed32-nl4,bn1000,0.0,0.05,20,0.33808525259976774,0.0936251021092685,1.1301606893539429,35.2
share-gine2-msgm-ed32-nl4,bn1000,0.0,0.1,20,0.16639632315825634,0.039767939843524704,1.1397348165512085,37.8
share-gine2-msgm-ed32-nl4,bn1000,0.0,0.2,20,0.0379589590811746,0.011617687366138676,1.4218554139137267,27.2
share-gine2-msgm-ed32-nl4,bn1000,0.0,0.25,20,0.020339988486114815,0.008555958862115342,1.1804819583892823,21.3
