model,data,size,p_add,p_rm,avg_acc,std_acc,avg_conf_score,std_conf_score,avg_time,avg_best_epoch
ione,ppi,10,0.0,0.0,0.7012362637362637,0.008033072262205206,0.4604659417552496,0.010993725936944585,63.500182962417604,-1.0
ione,ppi,10,0.05,0.0,0.6952609890109891,0.015097553655265696,0.45951969310587015,0.01499337334300314,66.90427911281586,-1.0
ione,ppi,10,0.1,0.0,0.6785714285714286,0.010537603524181682,0.45897140172420264,0.0094714053682547,69.96956539154053,-1.0
ione,ppi,10,0.2,0.0,0.6679945054945055,0.006266205894481912,0.4669357017055614,0.008249189004409335,76.30303947925567,-1.0
ione,ppi,10,0.25,0.0,0.6655906593406594,0.010602091149141,0.46812273293870305,0.017484433505150845,78.22043790817261,-1.0
ione,ppi,10,0.0,0.0,0.699793956043956,0.009221985698699926,0.4586167077551308,0.010388389475145235,63.460279321670534,-1.0
ione,ppi,10,0.0,0.05,0.6831043956043956,0.009522708798042302,0.44354401029412927,0.010757439074285408,63.49001734256744,-1.0
ione,ppi,10,0.0,0.1,0.6701236263736264,0.011768579529185606,0.43280925963677097,0.012535488890174576,63.64471757411957,-1.0
ione,ppi,10,0.0,0.2,0.6311813186813187,0.01770060296284165,0.3989038063998121,0.015670092318869216,63.75104820728302,-1.0
ione,ppi,10,0.0,0.25,0.6110576923076924,0.013455404803562249,0.39039822651079475,0.010268504722257916,63.47217316627503,-1.0
