model,data,size,p_add,p_rm,avg_acc,std_acc,avg_conf_score,std_conf_score,avg_time,avg_best_epoch
deeplink,ppi,3,0.0,0.0,0.9251373626373627,0.0038852020944316183,0.002741871340227953,6.766980906589659e-05,417.47154386838275,-1.0
deeplink,ppi,3,0.05,0.0,0.7474816849816851,0.015061249270511503,0.0031015973414683707,7.37345487232227e-05,360.2462039788564,-1.0
deeplink,ppi,3,0.1,0.0,0.612408424908425,0.022663678884184187,0.0032977517995673093,6.159341292357808e-05,336.67878039677936,-1.0
deeplink,ppi,3,0.2,0.0,0.4251373626373627,0.013353174515950257,0.0035176716117660736,6.685063526068618e-05,346.98721106847125,-1.0
deeplink,ppi,3,0.25,0.0,0.35050366300366304,0.012187574774914077,0.0035115722968120694,5.748288610978652e-05,336.3938386440277,-1.0
deeplink,ppi,3,0.0,0.0,0.9141483516483517,0.01214449378193668,0.0027673471564275466,4.0421167269109315e-05,312.6492377916972,-1.0
deeplink,ppi,3,0.05,0.0,0.7587932874983298,0.011982739182739128,0.0031015973414683707,7.37345487232227e-05,360.2462039788564,-1.0
deeplink,ppi,3,0.1,0.0,0.6374928743928347,0.027482987429837498,0.0032977517995673093,6.159341292357808e-05,336.67878039677936,-1.0
deeplink,ppi,3,0.2,0.0,0.4127891892837192,0.013432432432356566,0.0035176716117660736,6.685063526068618e-05,346.98721106847125,-1.0
deeplink,ppi,3,0.25,0.0,0.3636721872368128,0.013890909854304990,0.0035115722968120694,5.748288610978652e-05,336.3938386440277,-1.0
