model,data,size,p_add,p_rm,avg_acc,std_acc,avg_conf_score,std_conf_score,avg_time,avg_best_epoch
magna_S3-p2500-g2000,edi3,10,0.0,0.0,0.9042553191489361,0.23982225196926718,0.02877312924327522,6.938893903907228e-18,39.3322411775589,-1.0
magna_S3-p2500-g2000,edi3,10,0.05,0.0,0.8595744680851064,0.2936170212765958,0.02877312924327522,6.938893903907228e-18,38.97887759208679,-1.0
magna_S3-p2500-g2000,edi3,10,0.1,0.0,0.8170212765957446,0.28911128087596644,0.02877312924327522,6.938893903907228e-18,39.02399117946625,-1.0
magna_S3-p2500-g2000,edi3,10,0.2,0.0,0.5617021276595745,0.43906151199728055,0.02877312924327522,6.938893903907228e-18,40.447530794143674,-1.0
magna_S3-p2500-g2000,edi3,10,0.25,0.0,0.6276595744680851,0.4181541278092244,0.02877312924327522,6.938893903907228e-18,54.74295263290405,-1.0
magna_S3-p2500-g2000,edi3,10,0.0,0.0,0.9212765957446809,0.1728649752931881,0.02877312924327522,6.938893903907228e-18,38.039191198349,-1.0
magna_S3-p2500-g2000,edi3,10,0.0,0.05,0.9914893617021276,0.025531914893617027,0.02877312924327522,6.938893903907228e-18,38.13980369567871,-1.0
magna_S3-p2500-g2000,edi3,10,0.0,0.1,0.625531914893617,0.4087322094148296,0.02877312924327522,6.938893903907228e-18,37.156125116348264,-1.0
magna_S3-p2500-g2000,edi3,10,0.0,0.2,0.6170212765957446,0.4483256916107548,0.02877312924327522,6.938893903907228e-18,36.54848029613495,-1.0
magna_S3-p2500-g2000,edi3,10,0.0,0.25,0.7574468085106383,0.36595744680851067,0.02877312924327522,6.938893903907228e-18,36.11591262817383,-1.0
