model,data,size,p_add,p_rm,avg_acc,std_acc,avg_conf_score,std_conf_score,avg_time,avg_best_epoch
shelley_share-gine2-sgm,ad1,10,0.0,0.0,0.9315789473684211,0.05265781530062914,0.00011988333814897206,0.00010569028157008344,1.0590565919876098,0.0
shelley_share-gine2-sgm,ad1,10,0.05,0.0,0.5493074792243767,0.15994345652615308,4.8467540169266896e-05,4.7980946274772845e-05,0.9850950479507447,0.0
shelley_share-gine2-sgm,ad1,10,0.1,0.0,0.23531855955678668,0.09577529778838784,1.784610921339423e-05,2.4749085356285435e-05,0.9855036020278931,0.0
shelley_share-gine2-sgm,ad1,10,0.2,0.0,0.0646814404432133,0.03268257869791925,2.6559185465393038e-05,2.3953965595182106e-05,1.108235502243042,0.0
shelley_share-gine2-sgm,ad1,10,0.25,0.0,0.028393351800554013,0.01498471583148728,1.6031688904728405e-05,2.1233751028900208e-05,1.073350429534912,0.0
shelley_share-gine2-sgm,ad1,10,0.0,0.0,0.9114958448753463,0.04845448651438532,5.0735707108773906e-05,8.955213442230788e-05,1.0533967733383178,0.0
shelley_share-gine2-sgm,ad1,10,0.0,0.05,0.5343490304709142,0.17768825401393606,4.318524193340816e-05,6.360568612659362e-05,0.9869275093078613,0.0
shelley_share-gine2-sgm,ad1,10,0.0,0.1,0.2951523545706371,0.11823493822768934,4.204395931821209e-05,3.4165954853532447e-05,0.9447650194168091,0.0
shelley_share-gine2-sgm,ad1,10,0.0,0.2,0.040997229916897505,0.016622806857260388,1.0827181852028236e-05,1.7347676668627667e-05,0.9151727437973023,0.0
shelley_share-gine2-sgm,ad1,10,0.0,0.25,0.02063711911357341,0.005825412976402517,1.8026362399894856e-05,1.6756085895700936e-05,0.9088216304779053,0.0
