model,data,size,p_add,p_rm,avg_acc,std_acc,avg_conf_score,std_conf_score,avg_time,avg_best_epoch
pale_h1-euclidean,ad1,10,0.0,0.0,0.8785318559556788,0.01895079021766041,7.987721601682828e-05,2.233357517464019e-06,78.63165607452393,-1.0
pale_h1-euclidean,ad1,10,0.05,0.0,0.8511080332409972,0.010498030228053852,9.004084164681462e-05,2.652785812902134e-06,78.77383353710175,-1.0
pale_h1-euclidean,ad1,10,0.1,0.0,0.8063711911357341,0.012660825354045913,0.00010361943982217354,2.9955295409190133e-06,81.9632310628891,-1.0
pale_h1-euclidean,ad1,10,0.2,0.0,0.7506925207756232,0.01862353054179681,0.00013036682456835048,6.732870113558721e-06,84.84456307888031,-1.0
pale_h1-euclidean,ad1,10,0.25,0.0,0.7296398891966759,0.020050120974180127,0.00014744081556127963,5.871079424319407e-06,87.1824814081192,-1.0
pale_h1-euclidean,ad1,10,0.0,0.0,0.8768698060941829,0.01628764108907044,7.961419344664924e-05,1.717136236690808e-06,78.60213632583618,-1.0
pale_h1-euclidean,ad1,10,0.0,0.05,0.825623268698061,0.018295659698916868,7.934243420341326e-05,1.8953520961894948e-06,76.4055468082428,-1.0
pale_h1-euclidean,ad1,10,0.0,0.1,0.7707756232686981,0.028413613471877024,8.160502721086772e-05,6.014923996231461e-06,74.93326432704926,-1.0
pale_h1-euclidean,ad1,10,0.0,0.2,0.6440443213296401,0.023901499563557308,8.084896821301521e-05,6.490118293253317e-06,70.96991038322449,-1.0
pale_h1-euclidean,ad1,10,0.0,0.25,0.6019390581717452,0.030741682878681616,9.054966577320481e-05,7.24811317365422e-06,70.61336734294892,-1.0
