model,data,size,p_add,p_rm,avg_acc,std_acc,avg_conf_score,std_conf_score,avg_time,avg_best_epoch
magna_S3-p2500-g2000,ad1,3,0.0,0.0,0.017543859649122806,0.01600640426903021,0.0019013473065569997,0.0,284.1144615809123,-1.0
magna_S3-p2500-g2000,ad1,3,0.05,0.0,0.02077562326869806,0.011752467277338741,0.0019013473065569997,0.0,275.7523467540741,-1.0
magna_S3-p2500-g2000,ad1,3,0.1,0.0,0.014312096029547553,0.009880394533256091,0.0019013473065569997,0.0,270.19073446591693,-1.0
magna_S3-p2500-g2000,ad1,3,0.2,0.0,0.0046168051708217915,0.0023541179656476384,0.0019013473065569997,0.0,268.2043504714966,-1.0
magna_S3-p2500-g2000,ad1,3,0.25,0.0,0.009233610341643583,0.005344338366939163,0.0019013473065569997,0.0,267.7847657998403,-1.0
magna_S3-p2500-g2000,ad1,3,0.0,0.0,0.004155124653739612,0.004929399008324705,0.0019013473065569997,0.0,255.34163490931192,-1.0
magna_S3-p2500-g2000,ad1,3,0.0,0.05,0.0013850415512465374,0.0019587445462231237,0.0019013473065569997,0.0,0.186783234278361,-1.0
magna_S3-p2500-g2000,ad1,3,0.0,0.1,0.0013850415512465374,0.0,0.0019013473065569997,0.0,0.1845710277557373,-1.0
magna_S3-p2500-g2000,ad1,3,0.0,0.2,0.0013850415512465374,0.0011308816910356315,0.0019013473065569997,0.0,0.19796252250671387,-1.0
magna_S3-p2500-g2000,ad1,3,0.0,0.25,0.0009233610341643582,0.0006529148487410411,0.0019013473065569997,0.0,0.1798107624053955,-1.0
