model,data,size,p_add,p_rm,avg_acc,std_acc,avg_conf_score,std_conf_score,avg_time,avg_best_epoch
ione,ad1,10,0.0,0.0,0.1754847645429363,0.016341729563824067,0.12962324459619662,0.015168758377417085,10.653611087799073,-1.0
ione,ad1,10,0.05,0.0,0.17894736842105263,0.006249592339434057,0.13993462461161482,0.012533458612993122,10.992635107040405,-1.0
ione,ad1,10,0.1,0.0,0.1987534626038781,0.013288461388868172,0.14838041643350863,0.014961905756078062,11.365101838111878,-1.0
ione,ad1,10,0.2,0.0,0.2011080332409972,0.013596001320562908,0.17779719668343463,0.014715469339714125,14.056420016288758,-1.0
ione,ad1,10,0.25,0.0,0.2149584487534626,0.015643000447086428,0.17760925975172862,0.01483685387274886,12.321232104301453,-1.0
ione,ad1,10,0.0,0.0,0.17423822714681442,0.009245606242813646,0.12186070274341718,0.014239881510579679,10.624711513519287,-1.0
ione,ad1,10,0.0,0.05,0.17105263157894737,0.01493342011970071,0.13290224872246084,0.018223716707732925,10.470474553108215,-1.0
ione,ad1,10,0.0,0.1,0.1626038781163435,0.01295143460117558,0.13089775121977304,0.012946111253817215,10.350090861320496,-1.0
ione,ad1,10,0.0,0.2,0.16204986149584485,0.014955883641765191,0.1298857098524283,0.016454624059001013,10.291238641738891,-1.0
ione,ad1,10,0.0,0.25,0.14819944598337947,0.012663855346994417,0.14588863460058987,0.012063706102134517,10.31163501739502,-1.0
