model,data,size,p_add,p_rm,avg_acc,std_acc,avg_conf_score,std_conf_score,avg_time,avg_best_epoch
shelley_share-gine2-sgm,edi3,10,0.0,0.0,1.0,0.0,0.005512073311697819,0.004428966856050179,0.8357234239578247,0.0
shelley_share-gine2-sgm,edi3,10,0.05,0.0,0.5,0.21952044527576403,0.002223047238357108,0.001862787558585798,0.8148458003997803,0.0
shelley_share-gine2-sgm,edi3,10,0.1,0.0,0.18936170212765957,0.185838610453682,0.0020980255581952373,0.0013637877127255108,0.8162179470062256,0.0
shelley_share-gine2-sgm,edi3,10,0.2,0.0,0.11063829787234043,0.09787234042553192,0.0016928754811143057,0.0018249690509582214,0.7918014049530029,0.0
shelley_share-gine2-sgm,edi3,10,0.25,0.0,0.02553191489361702,0.024812561254660852,0.001856078869053002,0.001268910926131454,0.7896764993667602,0.0
shelley_share-gine2-sgm,edi3,10,0.0,0.0,1.0,0.0,0.005408262320119759,0.004429534424233762,0.7993974685668945,0.0
shelley_share-gine2-sgm,edi3,10,0.0,0.05,0.6723404255319149,0.24541056774972278,0.002348324161922109,0.0019406196185465378,0.7990470886230469,0.0
shelley_share-gine2-sgm,edi3,10,0.0,0.1,0.35106382978723405,0.2266232127992358,0.0012028449793057194,0.0014706441986401225,0.7888316631317138,0.0
shelley_share-gine2-sgm,edi3,10,0.0,0.2,0.06595744680851064,0.07929636235567754,0.0025645616881806274,0.0017815183537423253,0.7891769647598267,0.0
shelley_share-gine2-sgm,edi3,10,0.0,0.25,0.03829787234042553,0.05772195730319377,0.002567994077529373,0.003751056919008967,0.7956367492675781,0.0
