model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
ione,ppi,0,0.0,20,0.6923,0,-1,-1
ione,ppi,0,0.01,20,0.6875,0,-1,-1
ione,ppi,0,0.05,20,0.6908,0,-1,-1
ione,ppi,0,0.1,20,0.6814,0,-1,-1
ione,ppi,0,0.2,20,0.6229,0,-1,-1
