model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
bigalign,ppi,0,0.0,20,0.0121,0,-1,-1
bigalign,ppi,0,0.01,20,0.0099,0,-1,-1
bigalign,ppi,0,0.05,20,0.0127,0,-1,-1
bigalign,ppi,0,0.1,20,0.0088,0,-1,-1
bigalign,ppi,0,0.2,20,0.4931,0,-1,-1
