model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
deeplink,ppi,0,0.0,20,0.8269,0,-1,-1
deeplink,ppi,0,0.01,20,0.8242,0,-1,-1
deeplink,ppi,0,0.05,20,0.7163,0,-1,-1
deeplink,ppi,0,0.1,20,0.5834,0,-1,-1
deeplink,ppi,0,0.2,20,0.4296,0,-1,-1
