model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
pale-mlp0-de_lr0.01,edi3,0.0,0,3,0.9716312056737589,0.020059766842171537,24.395840962727863,-1.0
pale-mlp0-de_lr0.01,edi3,0.05,0,3,0.9574468085106383,0.0,27.319471915562946,-1.0
pale-mlp0-de_lr0.01,edi3,0.1,0,3,0.8581560283687942,0.053073154422325394,27.605736414591473,-1.0
pale-mlp0-de_lr0.01,edi3,0.2,0,3,0.7234042553191489,0.07572395923426463,27.273061275482178,-1.0
pale-mlp0-de_lr0.01,edi3,0.25,0,3,0.652482269503546,0.053073154422325436,31.320369958877563,-1.0
pale-mlp0-de_lr0.01,edi3,0,0.0,3,1.0,0.0,25.713396072387695,-1.0
pale-mlp0-de_lr0.01,edi3,0,0.05,3,0.9148936170212766,0.03474453535862664,24.78870193163554,-1.0
pale-mlp0-de_lr0.01,edi3,0,0.1,3,0.8794326241134751,0.010029883421085743,24.898783047993977,-1.0
pale-mlp0-de_lr0.01,edi3,0,0.2,3,0.6666666666666666,0.04371924824800695,24.42600703239441,-1.0
pale-mlp0-de_lr0.01,edi3,0,0.25,3,0.6028368794326241,0.010029883421085795,24.241594076156616,-1.0
