model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
pale-mlp0-dc_lr0.01,edi3,0.0,0,3,1.0,0.0,26.210925420125324,-1.0
pale-mlp0-dc_lr0.01,edi3,0.05,0,3,0.9645390070921986,0.02653657721116269,24.35872181256612,-1.0
pale-mlp0-dc_lr0.01,edi3,0.1,0,3,0.8794326241134751,0.07020918394760046,22.76127791404724,-1.0
pale-mlp0-dc_lr0.01,edi3,0.2,0,3,0.8297872340425533,0.04596269998870824,22.778063853581745,-1.0
pale-mlp0-dc_lr0.01,edi3,0.25,0,3,0.652482269503546,0.13038848447411513,27.600113312403362,-1.0
pale-mlp0-dc_lr0.01,edi3,0,0.0,3,1.0,0.0,22.69227131207784,-1.0
pale-mlp0-dc_lr0.01,edi3,0,0.05,3,0.9503546099290782,0.04371924824800695,22.646025896072388,-1.0
pale-mlp0-dc_lr0.01,edi3,0,0.1,3,0.9574468085106383,0.03474453535862664,22.67028522491455,-1.0
pale-mlp0-dc_lr0.01,edi3,0,0.2,3,0.7943262411347517,0.11168805495052211,22.902690172195435,-1.0
pale-mlp0-dc_lr0.01,edi3,0,0.25,3,0.5319148936170213,0.12035860105302935,22.95439879099528,-1.0
