model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
pale-mlp0-sc_lr0.001,edi3,0.0,0,3,0.9858156028368795,0.020059766842171537,13.938631693522135,-1.0
pale-mlp0-sc_lr0.001,edi3,0.05,0,3,0.921985815602837,0.08209813406234205,14.894056876500448,-1.0
pale-mlp0-sc_lr0.001,edi3,0.1,0,3,0.8581560283687942,0.05014941710542887,15.478753725687662,-1.0
pale-mlp0-sc_lr0.001,edi3,0.2,0,3,0.75177304964539,0.053073154422325394,15.919711271921793,-1.0
pale-mlp0-sc_lr0.001,edi3,0.25,0,3,0.7163120567375886,0.05584402747526105,19.304959058761597,-1.0
pale-mlp0-sc_lr0.001,edi3,0,0.0,3,0.9858156028368795,0.02005976684217154,15.591962734858194,-1.0
pale-mlp0-sc_lr0.001,edi3,0,0.05,3,0.9290780141843973,0.04011953368434313,16.84223198890686,-1.0
pale-mlp0-sc_lr0.001,edi3,0,0.1,3,0.851063829787234,0.08686133839656664,17.726020336151123,-1.0
pale-mlp0-sc_lr0.001,edi3,0,0.2,3,0.8085106382978723,0.0,15.530462582906088,-1.0
pale-mlp0-sc_lr0.001,edi3,0,0.25,3,0.8014184397163121,0.07232651792330191,15.007603486378988,-1.0
