model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed256-nl5-beta0.001,bn1000,0.0,0.0,20,0.9262492520586463,0.06752274251995002,4.6167539119720455,78.5
share-gine2-msgm-ed256-nl5-beta0.001,bn1000,0.05,0.0,20,0.21658195769451863,0.0620868892675335,3.7515460729598997,59.75
share-gine2-msgm-ed256-nl5-beta0.001,bn1000,0.1,0.0,20,0.06483420810805418,0.021097593118975397,3.0120689511299132,42.7
share-gine2-msgm-ed256-nl5-beta0.001,bn1000,0.2,0.0,20,0.01996633443226227,0.009178496418350687,3.07108211517334,39.2
share-gine2-msgm-ed256-nl5-beta0.001,bn1000,0.25,0.0,20,0.009360442646449424,0.005571653976766927,2.2633384704589843,23.45
share-gine2-msgm-ed256-nl5-beta0.001,bn1000,0.0,0.0,20,0.919072756930966,0.06217880620537121,4.90697478055954,81.0
share-gine2-msgm-ed256-nl5-beta0.001,bn1000,0.0,0.05,20,0.355962961221961,0.06804127473459172,2.98856440782547,42.4
share-gine2-msgm-ed256-nl5-beta0.001,bn1000,0.0,0.1,20,0.17104497267313817,0.052251615636544915,2.9109676361083983,41.45
share-gine2-msgm-ed256-nl5-beta0.001,bn1000,0.0,0.2,20,0.047035423291970656,0.01653055776817164,2.6506049633026123,38.35
share-gine2-msgm-ed256-nl5-beta0.001,bn1000,0.0,0.25,20,0.02258536799963643,0.007694975228616033,2.128245544433594,27.6
