model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed256-nl4-beta0.001,bn1000,0.0,0.0,20,0.9581595383127726,0.015015359008818835,5.78145580291748,143.55
share-gine2-msgm-ed256-nl4-beta0.001,bn1000,0.05,0.0,20,0.5800578386896069,0.14482785798131206,2.617250180244446,52.3
share-gine2-msgm-ed256-nl4-beta0.001,bn1000,0.1,0.0,20,0.25201647791305926,0.08937134492308553,1.9420097589492797,32.75
share-gine2-msgm-ed256-nl4-beta0.001,bn1000,0.2,0.0,20,0.0626117094028098,0.022128517840618853,1.89205482006073,30.25
share-gine2-msgm-ed256-nl4-beta0.001,bn1000,0.25,0.0,20,0.03394462484497922,0.01844728037619301,1.7110033988952638,24.95
share-gine2-msgm-ed256-nl4-beta0.001,bn1000,0.0,0.0,20,0.9586819196421068,0.012478255954119319,5.357206451892853,133.0
share-gine2-msgm-ed256-nl4-beta0.001,bn1000,0.0,0.05,20,0.6481203797417112,0.11582627709117518,3.051724100112915,59.4
share-gine2-msgm-ed256-nl4-beta0.001,bn1000,0.0,0.1,20,0.2820482400995592,0.07958830232337319,2.181433010101318,38.0
share-gine2-msgm-ed256-nl4-beta0.001,bn1000,0.0,0.2,20,0.07229403609507405,0.03808247243823754,1.777165460586548,29.45
share-gine2-msgm-ed256-nl4-beta0.001,bn1000,0.0,0.25,20,0.03389500810577388,0.01587497222450639,2.041325628757477,38.05
