model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed64-nl5,bn1000,0.0,0.0,20,0.9565353047374814,0.0212362400975164,1.907424509525299,63.75
share-gine2-msgm-ed64-nl5,bn1000,0.05,0.0,20,0.43821543795150913,0.13429811564566485,1.8187576174736022,58.85
share-gine2-msgm-ed64-nl5,bn1000,0.1,0.0,20,0.13956464668936647,0.06004938801330446,1.1720576405525207,29.1
share-gine2-msgm-ed64-nl5,bn1000,0.2,0.0,20,0.03211072252696072,0.01440887665776123,1.354448711872101,37.45
share-gine2-msgm-ed64-nl5,bn1000,0.25,0.0,20,0.017604004962330465,0.009952857201041956,1.1421096205711365,26.4
share-gine2-msgm-ed64-nl5,bn1000,0.0,0.0,20,0.9473406455759935,0.0566755927359099,2.457618844509125,86.2
share-gine2-msgm-ed64-nl5,bn1000,0.0,0.05,20,0.5244041456327927,0.1499517663732705,1.9160256505012512,62.8
share-gine2-msgm-ed64-nl5,bn1000,0.0,0.1,20,0.23211941618923806,0.05218927867097453,1.3540347337722778,36.2
share-gine2-msgm-ed64-nl5,bn1000,0.0,0.2,20,0.048571843676277746,0.020648485892995384,1.2721041679382323,32.0
share-gine2-msgm-ed64-nl5,bn1000,0.0,0.25,20,0.021334855293704953,0.014129024171187757,0.9362089276313782,21.8
