model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed32-nl5,bn1000,0.0,0.0,20,0.9536191714739403,0.01547437451429827,5.551035404205322,229.85
share-gine2-msgm-ed32-nl5,bn1000,0.05,0.0,20,0.3724943401780917,0.08142576877887356,2.103968918323517,72.3
share-gine2-msgm-ed32-nl5,bn1000,0.1,0.0,20,0.11968104386655425,0.04072832871303268,2.095276892185211,75.05
share-gine2-msgm-ed32-nl5,bn1000,0.2,0.0,20,0.02608936078865389,0.008995449850790961,1.1885493874549866,33.0
share-gine2-msgm-ed32-nl5,bn1000,0.25,0.0,20,0.02046303778956976,0.011996049981271502,0.9614477276802063,22.4
share-gine2-msgm-ed32-nl5,bn1000,0.0,0.0,20,0.9408730553724969,0.05561029966511174,3.6503814339637755,144.4
share-gine2-msgm-ed32-nl5,bn1000,0.0,0.05,20,0.39872129947698315,0.13091211938618935,1.664057183265686,51.75
share-gine2-msgm-ed32-nl5,bn1000,0.0,0.1,20,0.199108221112906,0.05525323030960386,1.4718639373779296,45.25
share-gine2-msgm-ed32-nl5,bn1000,0.0,0.2,20,0.04634585335036252,0.015210925326051864,1.1729039549827576,30.05
share-gine2-msgm-ed32-nl5,bn1000,0.0,0.25,20,0.026383317073425384,0.014915004476875956,0.8581087231636048,18.4
