model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed1024-nl3,bn1000,0.0,0.0,20,0.34400833637345885,0.3815935055807895,8.855265974998474,56.8
share-gine2-msgm-ed1024-nl3,bn1000,0.05,0.0,20,0.07290369380943959,0.06965723193350445,6.294399893283844,34.1
share-gine2-msgm-ed1024-nl3,bn1000,0.1,0.0,20,0.019276230126730243,0.018683127301168567,4.881063938140869,22.15
share-gine2-msgm-ed1024-nl3,bn1000,0.2,0.0,20,0.005400275729863136,0.004910358919913112,6.05882443189621,29.45
share-gine2-msgm-ed1024-nl3,bn1000,0.25,0.0,20,0.004692441735356531,0.004728298828408275,5.6872570514678955,25.75
share-gine2-msgm-ed1024-nl3,bn1000,0.0,0.0,20,0.30096358105689014,0.3662140084194756,7.662663233280182,45.4
share-gine2-msgm-ed1024-nl3,bn1000,0.0,0.05,20,0.1706707645990322,0.10725115113590701,4.850191080570221,23.6
share-gine2-msgm-ed1024-nl3,bn1000,0.0,0.1,20,0.057156961059714274,0.03165813697507388,5.794622933864593,30.4
share-gine2-msgm-ed1024-nl3,bn1000,0.0,0.2,20,0.019775232634061213,0.014771258850661134,5.2749980092048645,27.3
share-gine2-msgm-ed1024-nl3,bn1000,0.0,0.25,20,0.009561005504444829,0.00608362731524119,5.795991241931915,33.7
