model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed1024-nl4,bn1000,0.0,0.0,20,0.9570156198402137,0.01424382523117709,16.58137639760971,84.5
share-gine2-msgm-ed1024-nl4,bn1000,0.05,0.0,20,0.457462178059347,0.08736234824566458,11.207118892669678,49.75
share-gine2-msgm-ed1024-nl4,bn1000,0.1,0.0,20,0.1741053132171658,0.037720504783920826,11.56783789396286,51.4
share-gine2-msgm-ed1024-nl4,bn1000,0.2,0.0,20,0.04239759652811092,0.014939728332640442,9.600241053104401,37.05
share-gine2-msgm-ed1024-nl4,bn1000,0.25,0.0,20,0.028485283966625845,0.008887492228620541,7.422621405124664,23.9
share-gine2-msgm-ed1024-nl4,bn1000,0.0,0.0,20,0.9577113640310916,0.014196145459920642,17.448945927619935,89.85
share-gine2-msgm-ed1024-nl4,bn1000,0.0,0.05,20,0.5789855721820615,0.09292156916509371,13.011628806591034,62.65
share-gine2-msgm-ed1024-nl4,bn1000,0.0,0.1,20,0.24415154058064048,0.04506032543493387,10.091486060619355,45.65
share-gine2-msgm-ed1024-nl4,bn1000,0.0,0.2,20,0.05627617498492108,0.016021099930933275,10.106693398952483,46.5
share-gine2-msgm-ed1024-nl4,bn1000,0.0,0.25,20,0.026711344943234284,0.011549583942571667,6.98022176027298,28.55
