model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed512-nl2,bn1000,0.0,0.0,20,0.35408745854436063,0.38757177011920074,4.144129705429077,97.75
share-gine2-msgm-ed512-nl2,bn1000,0.05,0.0,20,0.22063082005502235,0.1950557426389915,2.874821960926056,61.9
share-gine2-msgm-ed512-nl2,bn1000,0.1,0.0,20,0.1024015299157806,0.08551894900824147,2.7425390243530274,57.4
share-gine2-msgm-ed512-nl2,bn1000,0.2,0.0,20,0.026332733651146155,0.01640099037112829,2.075402319431305,36.25
share-gine2-msgm-ed512-nl2,bn1000,0.25,0.0,20,0.01840585281904112,0.011876413154375967,2.1292661666870116,38.75
share-gine2-msgm-ed512-nl2,bn1000,0.0,0.0,20,0.5553541600191443,0.3761176473187969,4.694763493537903,112.8
share-gine2-msgm-ed512-nl2,bn1000,0.0,0.05,20,0.15480596284324394,0.188681078933002,2.822143483161926,59.45
share-gine2-msgm-ed512-nl2,bn1000,0.0,0.1,20,0.061602233979082585,0.06945516682007086,2.170327091217041,43.45
share-gine2-msgm-ed512-nl2,bn1000,0.0,0.2,20,0.01582355873306461,0.01682946093990589,1.9950187802314758,39.95
share-gine2-msgm-ed512-nl2,bn1000,0.0,0.25,20,0.009117280078659907,0.006956041329599716,1.7509193658828734,31.15
