model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed256-nl2,bn1000,0.0,0.0,20,0.4389833580626773,0.3968280073919874,5.012455379962921,210.1
share-gine2-msgm-ed256-nl2,bn1000,0.05,0.0,20,0.25070924308511144,0.23138523892758106,1.5758467674255372,51.2
share-gine2-msgm-ed256-nl2,bn1000,0.1,0.0,20,0.14144205202760604,0.10009470734029036,1.4954987287521362,48.55
share-gine2-msgm-ed256-nl2,bn1000,0.2,0.0,20,0.03762702392538005,0.025715976619085402,1.4016164064407348,40.75
share-gine2-msgm-ed256-nl2,bn1000,0.25,0.0,20,0.018248796183927392,0.015234517305085219,1.4295189261436463,41.2
share-gine2-msgm-ed256-nl2,bn1000,0.0,0.0,20,0.3575025348658449,0.3895727500809409,4.7827232599258425,202.85
share-gine2-msgm-ed256-nl2,bn1000,0.0,0.05,20,0.30447121891405526,0.23254443953046022,2.318606913089752,84.65
share-gine2-msgm-ed256-nl2,bn1000,0.0,0.1,20,0.08750093777906184,0.09694843850517743,1.4308406710624695,41.1
share-gine2-msgm-ed256-nl2,bn1000,0.0,0.2,20,0.029901604337606674,0.018308262511124038,1.1651586532592773,33.6
share-gine2-msgm-ed256-nl2,bn1000,0.0,0.25,20,0.012743506733706037,0.010442117016384487,1.039613461494446,32.05
