model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed512-nl5,bn1000,0.0,0.0,20,0.9597207235905643,0.014602743332833923,12.839313459396362,126.3
share-gine2-msgm-ed512-nl5,bn1000,0.05,0.0,20,0.6078062699143439,0.1427429897148522,6.1597251176834105,48.95
share-gine2-msgm-ed512-nl5,bn1000,0.1,0.0,20,0.2613196203972843,0.098337555985855,5.407665061950683,39.95
share-gine2-msgm-ed512-nl5,bn1000,0.2,0.0,20,0.05936142934615217,0.019141290225696998,4.515401661396027,27.4
share-gine2-msgm-ed512-nl5,bn1000,0.25,0.0,20,0.0412938195231565,0.0183306915020643,4.828122138977051,30.85
share-gine2-msgm-ed512-nl5,bn1000,0.0,0.0,20,0.9605823095147942,0.015121359322166811,12.29949872493744,122.05
share-gine2-msgm-ed512-nl5,bn1000,0.0,0.05,20,0.6626098740380768,0.109201947037623,6.550888729095459,55.15
share-gine2-msgm-ed512-nl5,bn1000,0.0,0.1,20,0.3410619868877309,0.10970609815145341,5.773249328136444,47.1
share-gine2-msgm-ed512-nl5,bn1000,0.0,0.2,20,0.06932521017700496,0.02317476299347784,4.562823605537415,35.8
share-gine2-msgm-ed512-nl5,bn1000,0.0,0.25,20,0.03120479424522881,0.014813775024483182,3.876445698738098,29.7
