model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed32-nl5,bn1000,0.0,0.0,20,0.9487500045637913,0.030903699859159407,2.13686865568161,76.55
share-gine2-msgm-ed32-nl5,bn1000,0.05,0.0,20,0.2948913049013294,0.06393748090635973,1.2868635535240174,36.75
share-gine2-msgm-ed32-nl5,bn1000,0.1,0.0,20,0.09592302624589984,0.021330821435727648,1.1879612922668457,31.75
share-gine2-msgm-ed32-nl5,bn1000,0.2,0.0,20,0.025925077950357416,0.012570728143823465,1.0024914264678955,25.1
share-gine2-msgm-ed32-nl5,bn1000,0.25,0.0,20,0.015835668673421784,0.006731402289054625,0.9433050513267517,21.35
share-gine2-msgm-ed32-nl5,bn1000,0.0,0.0,20,0.8962803593410833,0.17217516002281621,1.9894826650619506,69.55
share-gine2-msgm-ed32-nl5,bn1000,0.0,0.05,20,0.4036974625944453,0.10533075456335844,1.3415245771408082,40.3
share-gine2-msgm-ed32-nl5,bn1000,0.0,0.1,20,0.1675950393941668,0.030228179894565978,1.2250903487205504,34.2
share-gine2-msgm-ed32-nl5,bn1000,0.0,0.2,20,0.03724633034342547,0.018511312753775034,0.9778382420539856,23.1
share-gine2-msgm-ed32-nl5,bn1000,0.0,0.25,20,0.02326099111489068,0.01256351346287047,1.0122401595115662,24.65
