model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed256-nl5,bn1000,0.0,0.0,20,0.9348371288945033,0.04571580294619917,4.715282595157623,77.5
share-gine2-msgm-ed256-nl5,bn1000,0.05,0.0,20,0.20158743368370763,0.06397531651182645,3.4493836760520935,49.0
share-gine2-msgm-ed256-nl5,bn1000,0.1,0.0,20,0.06726751045884871,0.021692381100043765,3.001389765739441,41.35
share-gine2-msgm-ed256-nl5,bn1000,0.2,0.0,20,0.016334963583667057,0.007375230800340103,2.9099986791610717,39.0
share-gine2-msgm-ed256-nl5,bn1000,0.25,0.0,20,0.007949657033479877,0.004612615799826087,3.098451590538025,40.55
share-gine2-msgm-ed256-nl5,bn1000,0.0,0.0,20,0.9272129577390675,0.04139320329717245,4.403970849514008,72.45
share-gine2-msgm-ed256-nl5,bn1000,0.0,0.05,20,0.38400438180819596,0.04505780576037704,3.1766165852546693,46.85
share-gine2-msgm-ed256-nl5,bn1000,0.0,0.1,20,0.1544206511848131,0.02603418072679842,3.044188690185547,44.35
share-gine2-msgm-ed256-nl5,bn1000,0.0,0.2,20,0.04139761743347809,0.013502874175538684,2.4974050402641295,35.3
share-gine2-msgm-ed256-nl5,bn1000,0.0,0.25,20,0.019603975722039035,0.00808008646374807,2.1855592012405394,31.95
