model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed32-nl4,bn1000,0.0,0.0,20,0.9286719857094722,0.07540198283248525,4.901506638526916,225.6
share-gine2-msgm-ed32-nl4,bn1000,0.05,0.0,20,0.3690662074900048,0.10687005919889082,1.8536502242088317,70.1
share-gine2-msgm-ed32-nl4,bn1000,0.1,0.0,20,0.11749955955409871,0.046034374686624656,1.6364806175231934,60.5
share-gine2-msgm-ed32-nl4,bn1000,0.2,0.0,20,0.030408718223481596,0.014109128426152114,1.5254923582077027,55.2
share-gine2-msgm-ed32-nl4,bn1000,0.25,0.0,20,0.021340270552441983,0.010332559619910526,1.5683579444885254,57.7
share-gine2-msgm-ed32-nl4,bn1000,0.0,0.0,20,0.8922232206249806,0.19004379388869055,5.556007397174835,264.25
share-gine2-msgm-ed32-nl4,bn1000,0.0,0.05,20,0.4263437980429118,0.12165362166503714,1.9175074577331543,72.65
share-gine2-msgm-ed32-nl4,bn1000,0.0,0.1,20,0.20599222076938858,0.060006421029953405,1.7279690742492675,67.25
share-gine2-msgm-ed32-nl4,bn1000,0.0,0.2,20,0.04507738889097596,0.01706936424772714,0.9752168774604797,28.05
share-gine2-msgm-ed32-nl4,bn1000,0.0,0.25,20,0.02587042130423934,0.013020549206298228,1.0334896087646483,27.7
