model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed1024-nl2,bn1000,0.0,0.0,20,0.3612266239803249,0.38860454020230856,10.388196349143982,122.1
share-gine2-msgm-ed1024-nl2,bn1000,0.05,0.0,20,0.2953314446683211,0.21962505882037092,6.285566926002502,56.3
share-gine2-msgm-ed1024-nl2,bn1000,0.1,0.0,20,0.11648179736612549,0.11059484100432036,5.446233034133911,42.45
share-gine2-msgm-ed1024-nl2,bn1000,0.2,0.0,20,0.034414781308401525,0.026416618426056755,4.264493048191071,35.7
share-gine2-msgm-ed1024-nl2,bn1000,0.25,0.0,20,0.02063796298902906,0.017386052816454136,4.0681579351425174,32.8
share-gine2-msgm-ed1024-nl2,bn1000,0.0,0.0,20,0.32150105012038965,0.3860026839792361,12.187814116477966,144.05
share-gine2-msgm-ed1024-nl2,bn1000,0.0,0.05,20,0.2534444440387741,0.23659267954299953,5.203307688236237,51.6
share-gine2-msgm-ed1024-nl2,bn1000,0.0,0.1,20,0.12326745108152089,0.09814881263725425,3.9807522177696226,33.75
share-gine2-msgm-ed1024-nl2,bn1000,0.0,0.2,20,0.015741280620357925,0.019302367551084283,3.0863006114959717,22.2
share-gine2-msgm-ed1024-nl2,bn1000,0.0,0.25,20,0.011971344138085404,0.009916455577151631,3.5621190905570983,30.7
