model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed256-nl3,bn1000,0.0,0.0,20,0.8936481246868798,0.06943589540081636,4.428586184978485,126.75
share-gine2-msgm-ed256-nl3,bn1000,0.05,0.0,20,0.4910004771083587,0.172412312465007,2.532498860359192,60.15
share-gine2-msgm-ed256-nl3,bn1000,0.1,0.0,20,0.25043824579356955,0.11667643447315061,2.071889913082123,45.8
share-gine2-msgm-ed256-nl3,bn1000,0.2,0.0,20,0.06663315878993105,0.03731535914691132,2.118797981739044,46.3
share-gine2-msgm-ed256-nl3,bn1000,0.25,0.0,20,0.04155046377087858,0.017517452229775157,1.7478062748908996,37.9
share-gine2-msgm-ed256-nl3,bn1000,0.0,0.0,20,0.877242622543163,0.06832327639792025,5.398406279087067,157.55
share-gine2-msgm-ed256-nl3,bn1000,0.0,0.05,20,0.5585728507128753,0.19341859742650258,2.182165336608887,52.7
share-gine2-msgm-ed256-nl3,bn1000,0.0,0.1,20,0.31189995278957977,0.1220810116316252,1.938462245464325,44.1
share-gine2-msgm-ed256-nl3,bn1000,0.0,0.2,20,0.05600651752644813,0.027683053065400635,1.6289466619491577,34.95
share-gine2-msgm-ed256-nl3,bn1000,0.0,0.25,20,0.021482007020296123,0.0103198029179728,1.167827880382538,20.1
