model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed512-nl4,bn1000,0.0,0.0,20,0.9558297042784887,0.015901487876451202,9.256657993793487,113.75
share-gine2-msgm-ed512-nl4,bn1000,0.05,0.0,20,0.6221291795801946,0.14492302525296052,4.858221483230591,50.25
share-gine2-msgm-ed512-nl4,bn1000,0.1,0.0,20,0.30521202293848015,0.09329265150115429,6.565354418754578,55.65
share-gine2-msgm-ed512-nl4,bn1000,0.2,0.0,20,0.06632520299503854,0.029591083037150287,5.016344678401947,39.8
share-gine2-msgm-ed512-nl4,bn1000,0.25,0.0,20,0.043287163857949326,0.01816690204310117,4.199303066730499,35.45
share-gine2-msgm-ed512-nl4,bn1000,0.0,0.0,20,0.9576113775671367,0.015002421882887865,11.581709325313568,144.15
share-gine2-msgm-ed512-nl4,bn1000,0.0,0.05,20,0.7152745046853163,0.0890734590117141,5.298544371128083,56.5
share-gine2-msgm-ed512-nl4,bn1000,0.0,0.1,20,0.33899958730515295,0.09705824293009109,4.4616544008255,44.35
share-gine2-msgm-ed512-nl4,bn1000,0.0,0.2,20,0.06574183211851611,0.02692474728323329,3.462606334686279,32.35
share-gine2-msgm-ed512-nl4,bn1000,0.0,0.25,20,0.041615796446129213,0.018853334349370258,3.1723514080047606,27.25
