model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
share-gine2-msgm-ed512-nl3,bn1000,0.0,0.0,20,0.9033603044196173,0.0707634256196048,10.079090631008148,172.6
share-gine2-msgm-ed512-nl3,bn1000,0.05,0.0,20,0.5532657826154393,0.17405830816496404,4.536824870109558,65.4
share-gine2-msgm-ed512-nl3,bn1000,0.1,0.0,20,0.2772399772255601,0.1045137567436226,3.9941749453544615,54.3
share-gine2-msgm-ed512-nl3,bn1000,0.2,0.0,20,0.07502116061922674,0.030931004047021537,3.4317193269729613,45.05
share-gine2-msgm-ed512-nl3,bn1000,0.25,0.0,20,0.03570196191626586,0.014384704935707404,3.014028000831604,34.3
share-gine2-msgm-ed512-nl3,bn1000,0.0,0.0,20,0.8785008470156599,0.06643268503164011,8.246921861171723,137.85
share-gine2-msgm-ed512-nl3,bn1000,0.0,0.05,20,0.5424108015782327,0.1685417789415651,4.572395431995392,68.45
share-gine2-msgm-ed512-nl3,bn1000,0.0,0.1,20,0.26510696886459817,0.12679056322014856,4.051528799533844,60.6
share-gine2-msgm-ed512-nl3,bn1000,0.0,0.2,20,0.05563229656163317,0.0272112513602021,2.778647017478943,36.8
share-gine2-msgm-ed512-nl3,bn1000,0.0,0.25,20,0.029854337150296277,0.017758588931614864,2.866298198699951,35.85
