model,data,size,train_ratio,p_add,p_rm,avg_acc,std_acc,avg_conf_score,std_conf_score,avg_time,avg_best_epoch
ione,ppi,3,0.1,0.05,0.0,0.5832315832315832,0.021706900351698654,0.2691451207045496,0.013080210869659189,59.1251765092214,-1.0
ione,ppi,3,0.2,0.05,0.0,0.683150183150183,0.01677037231850959,0.4539320423544772,0.020573531850039642,67.15795381863911,-1.0
ione,ppi,3,0.3,0.05,0.0,0.683935112506541,0.0091163010937647,0.5059227843655232,0.0017718558450121812,73.93100412686665,-1.0
ione,ppi,3,0.4,0.05,0.0,0.683150183150183,0.008326118252128088,0.5027954183132842,0.004315832510127508,82.15558815002441,-1.0
ione,ppi,3,0.5,0.05,0.0,0.6824175824175823,0.004747795383448965,0.48724874809595287,0.0113645283613472,89.37194967269897,-1.0
ione,ppi,3,0.6,0.05,0.0,0.6744505494505496,0.008759673291991317,0.4660648400846658,0.006469520775479951,99.8872230052948,-1.0
ione,ppi,3,0.7,0.05,0.0,0.6953601953601954,0.009137136475638448,0.44672726283990977,0.00864130101976955,107.6944481531779,-1.0
ione,ppi,3,0.8,0.05,0.0,0.7014652014652015,0.013705704713457662,0.4083699020390707,0.004987922702964456,114.76689259211223,-1.0
ione,ppi,3,0.9,0.05,0.0,0.6978021978021979,0.03387040660971967,0.3856807293270356,0.01634378391423492,121.04038166999817,-1.0
