model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
pale-mlp1-dc_lr0.01,edi3,0.0,0,3,0.5744680851063829,0.12035860105302935,12.58210794130961,-1.0
pale-mlp1-dc_lr0.01,edi3,0.05,0,3,0.2056737588652482,0.03616325896165095,12.54795773824056,-1.0
pale-mlp1-dc_lr0.01,edi3,0.1,0,3,0.36170212765957444,0.03008965026325733,12.630741834640503,-1.0
pale-mlp1-dc_lr0.01,edi3,0.2,0,3,0.30496453900709225,0.0723265179233019,12.770527998606363,-1.0
pale-mlp1-dc_lr0.01,edi3,0.25,0,3,0.1276595744680851,0.05211680303793996,15.20568855603536,-1.0
pale-mlp1-dc_lr0.01,edi3,0,0.0,3,0.41134751773049644,0.05584402747526106,12.552372217178345,-1.0
pale-mlp1-dc_lr0.01,edi3,0,0.05,3,0.2553191489361702,0.07960973163348813,12.5615713596344,-1.0
pale-mlp1-dc_lr0.01,edi3,0,0.1,3,0.36170212765957444,0.10423360607587992,12.483564694722494,-1.0
pale-mlp1-dc_lr0.01,edi3,0,0.2,3,0.2553191489361702,0.03008965026325733,12.429917653401693,-1.0
pale-mlp1-dc_lr0.01,edi3,0,0.25,3,0.0921985815602837,0.05584402747526107,12.663739840189615,-1.0
