model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
pale-mlp0-se_lr0.01,edi3,0.0,0,3,1.0,0.0,12.551149527231852,-1.0
pale-mlp0-se_lr0.01,edi3,0.05,0,3,0.9716312056737589,0.020059766842171537,14.54863158861796,-1.0
pale-mlp0-se_lr0.01,edi3,0.1,0,3,0.8865248226950354,0.043719248248006944,17.030861377716064,-1.0
pale-mlp0-se_lr0.01,edi3,0.2,0,3,0.8581560283687942,0.043719248248006944,14.364368836085001,-1.0
pale-mlp0-se_lr0.01,edi3,0.25,0,3,0.7021276595744682,0.017372267679313345,17.28057599067688,-1.0
pale-mlp0-se_lr0.01,edi3,0,0.0,3,0.9432624113475178,0.02005976684217159,14.402847369511923,-1.0
pale-mlp0-se_lr0.01,edi3,0,0.05,3,0.9503546099290779,0.03616325896165096,13.813485304514566,-1.0
pale-mlp0-se_lr0.01,edi3,0,0.1,3,0.921985815602837,0.026536577211162742,13.372809966405233,-1.0
pale-mlp0-se_lr0.01,edi3,0,0.2,3,0.7659574468085107,0.10567137890603787,13.635683933893839,-1.0
pale-mlp0-se_lr0.01,edi3,0,0.25,3,0.7943262411347517,0.026536577211162697,12.83998703956604,-1.0
