model,data,p_add,p_rm,dataset_size,avg_acc,std_dev,avg_time,avg_best_epoch
pale-mlp1-se_lr0.01,edi3,0.0,0,3,1.0,0.0,13.032157897949219,-1.0
pale-mlp1-se_lr0.01,edi3,0.05,0,3,0.8936170212765958,0.0173722676793133,20.135879357655842,-1.0
pale-mlp1-se_lr0.01,edi3,0.1,0,3,0.8936170212765958,0.0173722676793133,17.062028487523396,-1.0
pale-mlp1-se_lr0.01,edi3,0.2,0,3,0.6453900709219859,0.03616325896165096,18.241126537322998,-1.0
pale-mlp1-se_lr0.01,edi3,0.25,0,3,0.75177304964539,0.11303104574829237,19.643405278523762,-1.0
pale-mlp1-se_lr0.01,edi3,0,0.0,3,0.9645390070921986,0.02653657721116269,17.532455444335938,-1.0
pale-mlp1-se_lr0.01,edi3,0,0.05,3,0.9219858156028368,0.026536577211162742,14.653389930725098,-1.0
pale-mlp1-se_lr0.01,edi3,0,0.1,3,0.8936170212765958,0.0173722676793133,12.7749072710673,-1.0
pale-mlp1-se_lr0.01,edi3,0,0.2,3,0.7872340425531915,0.052116803037939946,13.18321704864502,-1.0
pale-mlp1-se_lr0.01,edi3,0,0.25,3,0.6879432624113475,0.08743849649601385,13.141690969467163,-1.0
