model,data,p_add,p_rm,num_tests,avg_acc,std_dev,avg_time
pale_linear,edi3,0.0,0.0,5,0.42065217391304344,0.042243952996817324,14.5373064994812
pale_linear,edi3,0.0,0.05,5,0.4318322981366459,0.040607099283537056,13.526631593704224
pale_linear,edi3,0.0,0.1,5,0.41557971014492756,0.06333432825139665,14.411840200424194
pale_linear,edi3,0.0,0.2,5,0.4583333333333333,0.06454972243679029,15.262635326385498
pale_linear,edi3,0.0,0.25,5,0.4496376811594203,0.04654633870362819,13.305460882186889
pale_linear,edi3,0.05,0.0,5,0.4449275362318841,0.04591024365639755,14.74914846420288
pale_linear,edi3,0.05,0.05,5,0.4666666666666667,0.061237243569579464,14.58177604675293
pale_linear,edi3,0.05,0.1,5,0.3984848484848485,0.0420027765928155,13.808022260665894
pale_linear,edi3,0.05,0.2,5,0.425,0.04082482904638629,16.862006998062135
pale_linear,edi3,0.05,0.25,5,0.4416666666666667,0.062360956446232366,14.706514358520508
pale_linear,edi3,0.1,0.0,5,0.42065217391304344,0.062192321858334294,15.344397926330567
pale_linear,edi3,0.1,0.05,5,0.4,0.03333333333333335,14.415871191024781
pale_linear,edi3,0.1,0.1,5,0.40398550724637683,0.05503192634693353,14.337727689743042
pale_linear,edi3,0.1,0.2,5,0.375,0.026352313834736508,14.200641250610351
pale_linear,edi3,0.1,0.25,5,0.4,0.09354143466934853,14.65006103515625
pale_linear,edi3,0.2,0.0,5,0.45724637681159425,0.06404542798046232,13.496004390716553
pale_linear,edi3,0.2,0.05,5,0.38659420289855073,0.05517010794582554,12.806783056259155
pale_linear,edi3,0.2,0.1,5,0.4535902503293808,0.03845615990213302,13.890851783752442
pale_linear,edi3,0.2,0.2,5,0.38333333333333336,0.04859126579037751,13.967086219787598
pale_linear,edi3,0.2,0.25,5,0.44601449275362315,0.04887142620281126,13.823795270919799
pale_linear,edi3,0.25,0.0,5,0.3916666666666667,0.0565194165260439,17.141962242126464
pale_linear,edi3,0.25,0.05,5,0.42826086956521736,0.06450496546164605,13.9804931640625
pale_linear,edi3,0.25,0.1,5,0.45764163372859024,0.05026974216930846,14.564214420318603
pale_linear,edi3,0.25,0.2,5,0.3702898550724638,0.06453548494801382,14.905288887023925
pale_linear,edi3,0.25,0.25,5,0.4365942028985508,0.05959016015724102,15.003318166732788
