model,data,p_add,p_rm,num_tests,avg_acc,std_dev,avg_time
ar_gine_linear,edi3,0.0,0.0,10,0.08510638297872339,0.04661468574512052,0.6511499166488648
ar_gine_linear,edi3,0.0,0.05,10,0.04893617021276596,0.0356660736473196,0.45032291412353515
ar_gine_linear,edi3,0.0,0.1,10,0.05106382978723404,0.023692614309914983,0.3266192197799683
ar_gine_linear,edi3,0.0,0.2,10,0.04468085106382978,0.03357390178310532,0.31927826404571535
ar_gine_linear,edi3,0.0,0.25,10,0.019148936170212766,0.01767366779344271,0.4280241012573242
ar_gine_linear,edi3,0.05,0.0,10,0.07659574468085106,0.053993946980636254,0.4291538238525391
ar_gine_linear,edi3,0.05,0.05,10,0.07446808510638296,0.03591902769390241,0.45119287967681887
ar_gine_linear,edi3,0.05,0.1,10,0.05744680851063829,0.02699697349031813,0.3608975887298584
ar_gine_linear,edi3,0.05,0.2,10,0.05319148936170213,0.02733028208226623,0.32284843921661377
ar_gine_linear,edi3,0.05,0.25,10,0.04042553191489361,0.03357390178310532,0.2906373977661133
ar_gine_linear,edi3,0.1,0.0,10,0.05957446808510638,0.03534733558688542,0.3150442123413086
ar_gine_linear,edi3,0.1,0.05,10,0.055319148936170216,0.04169344243035197,0.32501060962677003
ar_gine_linear,edi3,0.1,0.1,10,0.05106382978723404,0.03184389265339524,0.33439199924468993
ar_gine_linear,edi3,0.1,0.2,10,0.023404255319148935,0.024165567428937332,0.3078089714050293
ar_gine_linear,edi3,0.1,0.25,10,0.0702127659574468,0.05216021562609048,0.4309737205505371
ar_gine_linear,edi3,0.2,0.0,10,0.04042553191489361,0.030759217648512683,0.35442163944244387
ar_gine_linear,edi3,0.2,0.05,10,0.05319148936170213,0.0346357885023398,0.3142141819000244
ar_gine_linear,edi3,0.2,0.1,10,0.04893617021276596,0.03162993350493298,0.32092258930206297
ar_gine_linear,edi3,0.2,0.2,10,0.06382978723404255,0.025174807587657937,0.46879642009735106
ar_gine_linear,edi3,0.2,0.25,10,0.04468085106382978,0.03219733180940757,0.3001019716262817
ar_gine_linear,edi3,0.25,0.0,10,0.05744680851063829,0.046663217445662354,0.3374402761459351
ar_gine_linear,edi3,0.25,0.05,10,0.06382978723404255,0.042553191489361694,0.3149662971496582
ar_gine_linear,edi3,0.25,0.1,10,0.055319148936170216,0.03709701228545254,0.3522531747817993
ar_gine_linear,edi3,0.25,0.2,10,0.0425531914893617,0.03155829143444963,0.3094151020050049
ar_gine_linear,edi3,0.25,0.25,10,0.05744680851063829,0.03162993350493299,0.31354413032531736
