model,data,p_add,p_rm,num_tests,avg_acc,std_dev,avg_time
ar_gcn_mlp,edi3,0.0,0.0,10,0.02553191489361702,0.01592194632669762,4.1009756565094
ar_gcn_mlp,edi3,0.0,0.05,10,0.036170212765957444,0.026996973490318127,4.139753079414367
ar_gcn_mlp,edi3,0.0,0.1,10,0.03617021276595744,0.021382714087491254,4.03049488067627
ar_gcn_mlp,edi3,0.0,0.2,10,0.0276595744680851,0.019148936170212766,3.7476016998291017
ar_gcn_mlp,edi3,0.0,0.25,10,0.027659574468085108,0.036913513984888235,3.887066197395325
ar_gcn_mlp,edi3,0.05,0.0,10,0.029787234042553186,0.017021276595744678,3.903757429122925
ar_gcn_mlp,edi3,0.05,0.05,10,0.02127659574468085,0.02127659574468085,4.126631402969361
ar_gcn_mlp,edi3,0.05,0.1,10,0.023404255319148935,0.024165567428937336,3.930484747886658
ar_gcn_mlp,edi3,0.05,0.2,10,0.027659574468085108,0.02699697349031813,4.12820565700531
ar_gcn_mlp,edi3,0.05,0.25,10,0.02978723404255319,0.028860978651596883,3.6867991209030153
ar_gcn_mlp,edi3,0.1,0.0,10,0.0276595744680851,0.013623668590282655,4.160390162467957
ar_gcn_mlp,edi3,0.1,0.05,10,0.02978723404255319,0.010423360607587992,3.913179564476013
ar_gcn_mlp,edi3,0.1,0.1,10,0.023404255319148935,0.024165567428937332,3.9185773134231567
ar_gcn_mlp,edi3,0.1,0.2,10,0.014893617021276595,0.013623668590282656,3.9414198637008666
ar_gcn_mlp,edi3,0.1,0.25,10,0.023404255319148935,0.022213418104065,4.251902937889099
ar_gcn_mlp,edi3,0.2,0.0,10,0.023404255319148935,0.01767366779344271,4.601273989677429
ar_gcn_mlp,edi3,0.2,0.05,10,0.02978723404255319,0.01950032210619506,4.416836190223694
ar_gcn_mlp,edi3,0.2,0.1,10,0.02553191489361702,0.02084672121517598,4.300700449943543
ar_gcn_mlp,edi3,0.2,0.2,10,0.02127659574468085,0.019030365765955654,4.109858202934265
ar_gcn_mlp,edi3,0.2,0.25,10,0.019148936170212766,0.020072300280971494,4.0628533363342285
ar_gcn_mlp,edi3,0.25,0.0,10,0.014893617021276595,0.013623668590282656,4.298228693008423
ar_gcn_mlp,edi3,0.25,0.05,10,0.038297872340425525,0.026574459567652756,4.362774324417114
ar_gcn_mlp,edi3,0.25,0.1,10,0.02127659574468085,0.02330734287256026,4.136764812469482
ar_gcn_mlp,edi3,0.25,0.2,10,0.02127659574468085,0.016480780196627305,4.295573353767395
ar_gcn_mlp,edi3,0.25,0.25,10,0.02127659574468085,0.019030365765955657,4.178336954116821
