model,data,p_add,p_rm,num_tests,avg_acc,std_dev,avg_time
ar_gcn_mlp,edi3,0.0,0.0,10,0.09574468085106383,0.1056356730834588,9.998592019081116
ar_gcn_mlp,edi3,0.0,0.05,10,0.04893617021276596,0.05791769186730297,10.139142680168153
ar_gcn_mlp,edi3,0.0,0.1,10,0.029787234042553186,0.023692614309914983,10.108362936973572
ar_gcn_mlp,edi3,0.0,0.2,10,0.021276595744680847,0.025174807587657937,10.031337976455688
ar_gcn_mlp,edi3,0.0,0.25,10,0.023404255319148935,0.01767366779344271,9.884171724319458
ar_gcn_mlp,edi3,0.05,0.0,10,0.08723404255319149,0.04508429808599381,10.229187154769898
ar_gcn_mlp,edi3,0.05,0.05,10,0.0851063829787234,0.043604045812594035,10.29548420906067
ar_gcn_mlp,edi3,0.05,0.1,10,0.029787234042553186,0.025531914893617016,10.359513306617737
ar_gcn_mlp,edi3,0.05,0.2,10,0.031914893617021274,0.03951952259788662,9.915507483482362
ar_gcn_mlp,edi3,0.05,0.25,10,0.04468085106382978,0.03357390178310532,9.956665873527527
ar_gcn_mlp,edi3,0.1,0.0,10,0.05319148936170213,0.028939298954756262,10.081652522087097
ar_gcn_mlp,edi3,0.1,0.05,10,0.0425531914893617,0.03296156039325461,9.975151848793029
ar_gcn_mlp,edi3,0.1,0.1,10,0.04468085106382978,0.029250483159292594,10.224379825592042
ar_gcn_mlp,edi3,0.1,0.2,10,0.03617021276595744,0.026996973490318127,10.091028666496277
ar_gcn_mlp,edi3,0.1,0.25,10,0.02127659574468085,0.016480780196627305,9.758480286598205
ar_gcn_mlp,edi3,0.2,0.0,10,0.019148936170212766,0.022213418104065,10.245779967308044
ar_gcn_mlp,edi3,0.2,0.05,10,0.03404255319148936,0.027247337180565313,10.198428201675416
ar_gcn_mlp,edi3,0.2,0.1,10,0.019148936170212766,0.020072300280971494,10.374282217025756
ar_gcn_mlp,edi3,0.2,0.2,10,0.01276595744680851,0.01042336060758799,9.999807620048523
ar_gcn_mlp,edi3,0.2,0.25,10,0.0276595744680851,0.023404255319148935,9.972091126441956
ar_gcn_mlp,edi3,0.25,0.0,10,0.02978723404255319,0.02553191489361702,10.476887249946595
ar_gcn_mlp,edi3,0.25,0.05,10,0.034042553191489355,0.02724733718056531,10.459975504875183
ar_gcn_mlp,edi3,0.25,0.1,10,0.03191489361702128,0.028939298954756262,10.256059336662293
ar_gcn_mlp,edi3,0.25,0.2,10,0.04468085106382978,0.036170212765957444,10.337382245063782
ar_gcn_mlp,edi3,0.25,0.25,10,0.04468085106382978,0.03219733180940757,10.154362201690674
