model,data,p_add,p_rm,num_tests,avg_acc,std_dev,avg_time
ar_gcn_mlp,edi3,0.0,0.0,10,0.448936170212766,0.05900180691005125,6.203634428977966
ar_gcn_mlp,edi3,0.0,0.05,10,0.10851063829787233,0.03489621163161005,6.354640245437622
ar_gcn_mlp,edi3,0.0,0.1,10,0.0723404255319149,0.04059315750710407,6.183231210708618
ar_gcn_mlp,edi3,0.0,0.2,10,0.06170212765957447,0.037400842194142435,6.431468963623047
ar_gcn_mlp,edi3,0.0,0.25,10,0.03404255319148936,0.035855956481601524,6.133100509643555
ar_gcn_mlp,edi3,0.05,0.0,10,0.09361702127659574,0.025531914893617023,6.254578328132629
ar_gcn_mlp,edi3,0.05,0.05,10,0.08510638297872339,0.038060731531911314,6.350667595863342
ar_gcn_mlp,edi3,0.05,0.1,10,0.05319148936170213,0.03046344907080075,6.309251070022583
ar_gcn_mlp,edi3,0.05,0.2,10,0.05106382978723404,0.042765428174982516,6.231118845939636
ar_gcn_mlp,edi3,0.05,0.25,10,0.04042553191489361,0.027659574468085105,6.119208312034607
ar_gcn_mlp,edi3,0.1,0.0,10,0.07659574468085106,0.03585595648160153,6.308921384811401
ar_gcn_mlp,edi3,0.1,0.05,10,0.07659574468085105,0.0332351050038581,6.3427557945251465
ar_gcn_mlp,edi3,0.1,0.1,10,0.05744680851063829,0.02526455763199557,6.313420295715332
ar_gcn_mlp,edi3,0.1,0.2,10,0.05106382978723404,0.021697955376990572,6.2670203924179075
ar_gcn_mlp,edi3,0.1,0.25,10,0.04468085106382978,0.027659574468085105,6.223101949691772
ar_gcn_mlp,edi3,0.2,0.0,10,0.04680851063829787,0.05106382978723404,6.4133875370025635
ar_gcn_mlp,edi3,0.2,0.05,10,0.05106382978723404,0.02553191489361702,6.340985178947449
ar_gcn_mlp,edi3,0.2,0.1,10,0.04680851063829787,0.02291559492397661,6.458967685699463
ar_gcn_mlp,edi3,0.2,0.2,10,0.06382978723404256,0.040369502044702715,6.096648430824279
ar_gcn_mlp,edi3,0.2,0.25,10,0.038297872340425525,0.042339890940707225,6.270093989372254
ar_gcn_mlp,edi3,0.25,0.0,10,0.06595744680851064,0.030759217648512683,6.428251838684082
ar_gcn_mlp,edi3,0.25,0.05,10,0.05319148936170213,0.025620413997430418,6.481636667251587
ar_gcn_mlp,edi3,0.25,0.1,10,0.038297872340425525,0.02978723404255319,6.353086161613464
ar_gcn_mlp,edi3,0.25,0.2,10,0.04042553191489361,0.020072300280971497,6.51039879322052
ar_gcn_mlp,edi3,0.25,0.25,10,0.02553191489361702,0.01592194632669762,6.407276892662049
