model,data,p_add,p_rm,num_tests,avg_acc,std_dev,avg_time
ar,edi3,0.0,0.0,10,1.0,0.0,0.572214937210083
ar,edi3,0.0,0.05,10,0.18510638297872342,0.0426063497755336,0.5258159637451172
ar,edi3,0.0,0.1,10,0.14893617021276592,0.053826002726270285,0.6429022550582886
ar,edi3,0.0,0.2,10,0.10212765957446808,0.050169472861921686,0.6179043054580688
ar,edi3,0.0,0.25,10,0.08085106382978723,0.042339890940707225,0.6137518882751465
ar,edi3,0.05,0.0,10,0.14468085106382977,0.036605639434223944,0.6197537422180176
ar,edi3,0.05,0.05,10,0.13404255319148936,0.05128498209869766,0.6053952932357788
ar,edi3,0.05,0.1,10,0.12127659574468086,0.036913513984888235,0.5933183908462525
ar,edi3,0.05,0.2,10,0.06595744680851062,0.0460774634632079,0.5884081840515136
ar,edi3,0.05,0.25,10,0.07659574468085106,0.03829787234042553,0.5854755878448487
ar,edi3,0.1,0.0,10,0.10425531914893615,0.05336143065525299,0.5876888513565064
ar,edi3,0.1,0.05,10,0.11702127659574468,0.033303140090422394,0.5102082967758179
ar,edi3,0.1,0.1,10,0.06595744680851064,0.036170212765957444,0.43986713886260986
ar,edi3,0.1,0.2,10,0.042553191489361694,0.028545548648933484,0.4384011268615723
ar,edi3,0.1,0.25,10,0.08085106382978724,0.036605639434223944,0.4185173749923706
ar,edi3,0.2,0.0,10,0.07234042553191489,0.027247337180565313,0.4117318868637085
ar,edi3,0.2,0.05,10,0.07446808510638298,0.033303140090422394,0.5201652526855469
ar,edi3,0.2,0.1,10,0.07659574468085106,0.031843892653395246,0.47717292308807374
ar,edi3,0.2,0.2,10,0.06808510638297871,0.04125684985035173,0.5499751806259155
ar,edi3,0.2,0.25,10,0.05319148936170213,0.03835692846238287,0.4760108232498169
ar,edi3,0.25,0.0,10,0.08723404255319149,0.03489621163161005,0.5035546779632568
ar,edi3,0.25,0.05,10,0.07659574468085106,0.03457037618994026,0.4028064966201782
ar,edi3,0.25,0.1,10,0.06808510638297872,0.03127008182276397,0.41134836673736574
ar,edi3,0.25,0.2,10,0.05319148936170213,0.037157977013985065,0.40233702659606935
ar,edi3,0.25,0.25,10,0.034042553191489355,0.023692614309914983,0.4720694780349731
