model,data,p_add,p_rm,num_tests,avg_acc,std_dev,avg_time
ar_gine_mlp,edi3,0.0,0.0,10,0.1765957446808511,0.0917857642983957,1.7468936920166016
ar_gine_mlp,edi3,0.0,0.05,10,0.13404255319148933,0.06798529918583174,1.8079715728759767
ar_gine_mlp,edi3,0.0,0.1,10,0.09361702127659574,0.05052911526399114,1.425146222114563
ar_gine_mlp,edi3,0.0,0.2,10,0.09148936170212765,0.059460377074391994,2.116288733482361
ar_gine_mlp,edi3,0.0,0.25,10,0.06808510638297872,0.04442683620813,1.8160391807556153
ar_gine_mlp,edi3,0.05,0.0,10,0.1,0.051284982098697654,1.4386545419692993
ar_gine_mlp,edi3,0.05,0.05,10,0.09787234042553192,0.08306051615294952,1.8452609539031983
ar_gine_mlp,edi3,0.05,0.1,10,0.08510638297872339,0.05034961517531587,1.6645181894302368
ar_gine_mlp,edi3,0.05,0.2,10,0.07446808510638299,0.06540606871889107,1.8998424053192138
ar_gine_mlp,edi3,0.05,0.25,10,0.05106382978723404,0.03585595648160153,1.6921770095825195
ar_gine_mlp,edi3,0.1,0.0,10,0.05744680851063829,0.02862473201505045,1.0861450910568238
ar_gine_mlp,edi3,0.1,0.05,10,0.07872340425531914,0.04042553191489361,1.448298406600952
ar_gine_mlp,edi3,0.1,0.1,10,0.06382978723404255,0.043604045812594035,1.836147928237915
ar_gine_mlp,edi3,0.1,0.2,10,0.055319148936170216,0.03184389265339524,1.5695533752441406
ar_gine_mlp,edi3,0.1,0.25,10,0.03829787234042553,0.02291559492397661,1.7481753349304199
ar_gine_mlp,edi3,0.2,0.0,10,0.04680851063829787,0.03127008182276397,1.3933680057525635
ar_gine_mlp,edi3,0.2,0.05,10,0.05319148936170213,0.031914893617021274,1.2390636920928955
ar_gine_mlp,edi3,0.2,0.1,10,0.05106382978723404,0.042765428174982516,1.1338724136352538
ar_gine_mlp,edi3,0.2,0.2,10,0.05106382978723404,0.04169344243035197,1.3091983079910279
ar_gine_mlp,edi3,0.2,0.25,10,0.07234042553191487,0.02553191489361702,2.1331857204437257
ar_gine_mlp,edi3,0.25,0.0,10,0.07021276595744681,0.04260634977553359,1.4517588853836059
ar_gine_mlp,edi3,0.25,0.05,10,0.06382978723404255,0.02330734287256026,1.4381765842437744
ar_gine_mlp,edi3,0.25,0.1,10,0.06595744680851064,0.03075921764851268,1.2056172609329223
ar_gine_mlp,edi3,0.25,0.2,10,0.04042553191489361,0.030759217648512683,1.1557799577713013
ar_gine_mlp,edi3,0.25,0.25,10,0.05106382978723404,0.031843892653395246,1.357701063156128
