model,data,p_add,p_rm,num_tests,avg_acc,std_dev,avg_time
ar_gine_linear,edi3,0.0,0.0,10,0.1,0.07733098657611169,0.6049880027770996
ar_gine_linear,edi3,0.0,0.05,10,0.10638297872340426,0.040369502044702715,0.6504924297332764
ar_gine_linear,edi3,0.0,0.1,10,0.08936170212765956,0.048331134857874665,0.8160043001174927
ar_gine_linear,edi3,0.0,0.2,10,0.04893617021276595,0.034373392385964915,0.622036337852478
ar_gine_linear,edi3,0.0,0.25,10,0.038297872340425525,0.024812561254660852,0.677140212059021
ar_gine_linear,edi3,0.05,0.0,10,0.05106382978723404,0.033235105003858095,0.4451758623123169
ar_gine_linear,edi3,0.05,0.05,10,0.08723404255319148,0.04985265750578715,0.7624995708465576
ar_gine_linear,edi3,0.05,0.1,10,0.05957446808510638,0.03404255319148936,0.5291483402252197
ar_gine_linear,edi3,0.05,0.2,10,0.03404255319148936,0.028860978651596883,0.5023292541503906
ar_gine_linear,edi3,0.05,0.25,10,0.05319148936170213,0.028939298954756262,0.8577773809432984
ar_gine_linear,edi3,0.1,0.0,10,0.06808510638297874,0.043395910753981144,0.3804023027420044
ar_gine_linear,edi3,0.1,0.05,10,0.04468085106382978,0.03489621163161005,0.42671072483062744
ar_gine_linear,edi3,0.1,0.1,10,0.06595744680851064,0.04406875569618719,0.3610340356826782
ar_gine_linear,edi3,0.1,0.2,10,0.04042553191489361,0.04196400621982132,0.6206553936004638
ar_gine_linear,edi3,0.1,0.25,10,0.02553191489361702,0.01276595744680851,0.8079528093338013
ar_gine_linear,edi3,0.2,0.0,10,0.06382978723404256,0.05382600272627028,0.5198953866958618
ar_gine_linear,edi3,0.2,0.05,10,0.038297872340425525,0.028226593960471485,0.5739469051361084
ar_gine_linear,edi3,0.2,0.1,10,0.05744680851063829,0.03928975598429657,0.8454612731933594
ar_gine_linear,edi3,0.2,0.2,10,0.06382978723404253,0.028545548648933484,0.5759363889694213
ar_gine_linear,edi3,0.2,0.25,10,0.04468085106382978,0.05075259762500665,0.8137033224105835
ar_gine_linear,edi3,0.25,0.0,10,0.031914893617021274,0.014272774324466742,0.8322526216506958
ar_gine_linear,edi3,0.25,0.05,10,0.04042553191489361,0.024165567428937332,0.35970866680145264
ar_gine_linear,edi3,0.25,0.1,10,0.055319148936170216,0.03585595648160153,0.35792884826660154
ar_gine_linear,edi3,0.25,0.2,10,0.038297872340425525,0.024812561254660852,0.47981810569763184
ar_gine_linear,edi3,0.25,0.25,10,0.05106382978723404,0.04059315750710407,0.8944476842880249
