model,data,p_add,p_rm,num_tests,avg_acc,std_dev,avg_time
pale_linear,edi3,0.0,0.0,5,0.11863467717068028,0.012670352091135319,18.85436110496521
pale_linear,edi3,0.0,0.05,5,0.10617727293744124,0.018029631111684263,17.806141948699953
pale_linear,edi3,0.0,0.1,5,0.09656829100892245,0.01799740069047678,12.679887723922729
pale_linear,edi3,0.0,0.2,5,0.09099053729017595,0.011432953318066005,12.76473445892334
pale_linear,edi3,0.0,0.25,5,0.07781972088766873,0.00862774692699153,12.723691082000732
pale_linear,edi3,0.05,0.0,5,0.09446798563655714,0.008513629249426443,17.727417087554933
pale_linear,edi3,0.05,0.05,5,0.09746118026085797,0.01224701949274855,17.635412883758544
pale_linear,edi3,0.05,0.1,5,0.10513826141828886,0.018226435539290042,17.04560351371765
pale_linear,edi3,0.05,0.2,5,0.09273372922324012,0.017773046969658694,17.389140796661376
pale_linear,edi3,0.05,0.25,5,0.08401569633851572,0.007610697882578521,17.337003707885742
pale_linear,edi3,0.1,0.0,5,0.10336904300080571,0.022711276852776144,17.505276823043822
pale_linear,edi3,0.1,0.05,5,0.09419344891727094,0.016912256357330617,17.787104511260985
pale_linear,edi3,0.1,0.1,5,0.09077430482342302,0.01494207988843396,15.134840822219848
pale_linear,edi3,0.1,0.2,5,0.09525951513597361,0.010576655055468703,13.918440532684325
pale_linear,edi3,0.1,0.25,5,0.06989686436494948,0.03649627384504436,14.032982921600341
pale_linear,edi3,0.2,0.0,5,0.11253885342795944,0.020204872861380698,13.249909591674804
pale_linear,edi3,0.2,0.05,5,0.06607183710821321,0.010284852139035325,14.295985698699951
pale_linear,edi3,0.2,0.1,5,0.06445097629634051,0.02561587525290535,13.898505258560181
pale_linear,edi3,0.2,0.2,5,0.06655874190564293,0.017279493748548112,12.152452611923218
pale_linear,edi3,0.2,0.25,5,0.05399818964916993,0.01693000788581991,12.824247121810913
pale_linear,edi3,0.25,0.0,5,0.08563655715038843,0.009362856779843116,16.026915311813354
pale_linear,edi3,0.25,0.05,5,0.08916642833025815,0.021950398747278173,17.798281860351562
pale_linear,edi3,0.25,0.1,5,0.07678490464008654,0.021467029441598954,15.220378637313843
pale_linear,edi3,0.25,0.2,5,0.06059414857272277,0.01648561761447185,13.626576137542724
pale_linear,edi3,0.25,0.25,5,0.06624346667824928,0.006963226134173518,13.367820644378662
